strain_code,chroma,sat,bright,clone_mean_area,n_plate,AUC_0,AUC_10,AUC_20,AUC_30,AUC_ratio_10,resilience_30,cu_dose_slope,cu_dose_r2,n_cu,IC50_est
TFCN_17-334Y-3,10.866551827558059,0.288258739145531,0.6136511024643321,4.476103089239993,4.0,1879991.625,2153900.25,1693580.625,644592.75,1.1456967261755753,0.34287001145550317,-0.03421972342140095,0.6960568278696512,7,27.448017474976496
TFCN_17-334Y-5,8.137703335819067,0.2360930032984669,0.5798962386511024,4.483573034190131,4.0,1700956.5,1948850.25,1813338.0,660593.25,1.145737853966283,0.38836575185785177,-0.025502462694830492,0.48672116936779314,7,28.895487778908265
TFCN_17-337P-5,10.365148121815585,0.2669449908651347,0.6204118028534371,4.496554319125646,4.0,2011134.0,2246701.125,2792565.75,7270796.25,1.1171314914868924,3.615271906297641,-0.005725244365938449,0.31668052760729387,7,
TFCN_17-338D-3,10.278156961428262,0.27124100612127794,0.5818926273492536,4.428992811848027,3.0,1216272.375,1471798.5,1131580.5,703881.375,1.2100895574480182,0.5787201859287481,-0.015794586330682023,0.524439879637141,7,
TFCN_17-390M-1,11.10841796829616,0.2892014398759073,0.610876821545739,4.521149529567413,4.0,2137053.75,2300553.0,2182309.875,765532.125,1.076506849675634,0.3582184701718429,-0.0315737674218411,0.678583569894169,7,27.84612257661038
TFCN_17Y-278-1,7.953145546183201,0.2167586627506945,0.5757810711833371,4.362178418750383,4.0,1445378.625,2043627.5,1331731.5,391488.0,1.4139046092507421,0.27085498099157235,-0.030406577019276418,0.46092704769888165,7,28.69928762844095
TFCN_181A-1,10.653573972915495,0.27232452896090337,0.612170023651484,4.436729008022643,4.0,1540411.5,2027670.0,1801143.75,1460438.25,1.3163171009824324,0.9480831907577942,-0.00442802955495785,0.16074868503552828,7,
TFCN_1A-14,9.511370715531793,0.2651802648351171,0.5962672617685206,4.482593130271519,4.0,1928053.875,2083087.125,1198215.375,1311199.875,1.0804091898106323,0.6800639193756969,-0.0392841925160233,0.8454211831518658,7,24.314087092497537
TFCN_209-6-1,12.876445415493919,0.3411454243579718,0.6159437705043107,4.567906714463332,4.0,2016162.75,2433345.75,1617318.75,121650.75,1.2069193074815017,0.06033776291125307,-0.08603524949154476,0.6742744759203271,7,22.61914531538847
TFCN_209-6-11,9.24960406494165,0.24807949885412411,0.5877260242618448,4.274890680081923,4.0,1094509.875,1571697.75,1129123.875,692762.25,1.4359831609559484,0.6329428960154425,-0.018748645930008235,0.5406244632752171,7,
TFCN_209-6-12,9.724950830493613,0.24548258233306627,0.6274719615472648,4.523505847834131,4.0,1852491.0,2238382.5,2173013.25,2037024.0,1.2083095140543192,1.0996134394175194,-0.00012396252979109639,0.0002754328497378615,7,
TFCN_209-6-14,9.538698394407,0.24533268435222622,0.6164539940489815,4.50067206066733,4.0,1750014.75,2150491.5,1884381.0,1445736.0,1.2288419283323184,0.8261278940648928,-0.008171397392254117,0.45167536300898437,7,
TFCN_209-6-17,9.381668894584895,0.2406959241861628,0.6156261921110857,4.439685907938822,4.0,1752890.25,2108085.75,1960461.375,1544863.125,1.2026341923004022,0.8813233600905704,-0.005330105364649932,0.22274103695478573,7,
TFCN_209-6-2,9.54674238436527,0.2496680818025247,0.5934681849393454,4.4321251223692455,4.0,1844493.75,2012128.875,1805027.25,1456953.375,1.090884084047452,0.7898933650493529,-0.007852543751345437,0.4084020162204923,7,
TFCN_209-6-4,9.518485067282683,0.2401312717827578,0.6473887998779279,4.574933662084951,4.0,2206701.0,2263715.25,2256488.25,1486759.5,1.0258368714202786,0.6737475987911367,-0.014609824241509082,0.6324226701019146,7,
TFCN_209-6-5,10.187937115970286,0.26820571078398786,0.6068751430533302,4.414701829061128,4.0,1614597.375,1996318.5,1548826.5,1087164.0,1.2364187697257962,0.6733344280334904,-0.015141348223772054,0.573114197207073,7,
