strain_id,species,copper_mm,n_wells,sd_log10_asat,median_asat
50.0,Rhodotorula mucilaginosa,30.0,4,0.6134928045105043,7555.575000000001
51.0,Rhodotorula mucilaginosa,0.0,4,1.296527518409614,32927.675
51.0,Rhodotorula mucilaginosa,5.0,4,1.3908640016738214,45666.72499999999
51.0,Rhodotorula mucilaginosa,10.0,3,0.02287783486643371,40739.5
51.0,Rhodotorula mucilaginosa,15.0,4,0.7715739024477807,33374.850000000006
51.0,Rhodotorula mucilaginosa,20.0,4,0.6583260043274488,28394.64999999994
51.0,Rhodotorula mucilaginosa,25.0,4,0.8533016845020306,19979.699999999997
51.0,Rhodotorula mucilaginosa,30.0,4,0.5742215322804473,15505.275000000009
52.0,Rhodotorula mucilaginosa,0.0,4,0.25881973236702094,36148.725000000006
52.0,Rhodotorula mucilaginosa,5.0,4,0.16052593311604943,41008.475000000006
52.0,Rhodotorula mucilaginosa,10.0,4,0.1302464388823214,36954.15
52.0,Rhodotorula mucilaginosa,15.0,4,0.04283059780373055,31688.25
52.0,Rhodotorula mucilaginosa,20.0,4,0.06555061876002119,21590.6
52.0,Rhodotorula mucilaginosa,25.0,4,0.22390722392496995,18232.225000000002
52.0,Rhodotorula mucilaginosa,30.0,4,0.5260964330790474,13887.55
53.0,Rhodotorula mucilaginosa,0.0,3,0.09890228575402228,27916.45
53.0,Rhodotorula mucilaginosa,5.0,4,1.1208974315765319,31448.375
53.0,Rhodotorula mucilaginosa,10.0,4,1.066140339523369,30427.550000000003
53.0,Rhodotorula mucilaginosa,15.0,4,0.3370427590645425,36098.525
53.0,Rhodotorula mucilaginosa,20.0,4,0.9267117692424086,21766.75
53.0,Rhodotorula mucilaginosa,25.0,4,0.17583393118442744,18903.699999999997
53.0,Rhodotorula mucilaginosa,30.0,4,0.47660703492388595,10782.0
54.0,Rhodotorula mucilaginosa,0.0,4,0.07329067517355664,37387.975000000006
54.0,Rhodotorula mucilaginosa,5.0,4,0.08677640800037567,45796.2
54.0,Rhodotorula mucilaginosa,10.0,4,0.11553222549665466,40471.825
54.0,Rhodotorula mucilaginosa,15.0,4,0.11166847432915994,38499.975000000006
54.0,Rhodotorula mucilaginosa,20.0,4,0.12910587789936112,34733.174999999996
54.0,Rhodotorula mucilaginosa,25.0,4,0.1446281088059273,28028.625
54.0,Rhodotorula mucilaginosa,30.0,4,0.25681425550217624,12226.774999999998
55.0,Rhodotorula mucilaginosa,0.0,4,0.06260879859847626,31873.875
55.0,Rhodotorula mucilaginosa,5.0,4,0.059331686235882176,42968.25
55.0,Rhodotorula mucilaginosa,10.0,4,0.06455178115418413,38858.725000000006
55.0,Rhodotorula mucilaginosa,15.0,4,0.09674645902807807,36226.174999999996
55.0,Rhodotorula mucilaginosa,20.0,4,0.11614370124250141,28297.799999999996
55.0,Rhodotorula mucilaginosa,25.0,4,0.2615653495789064,20496.475
55.0,Rhodotorula mucilaginosa,30.0,4,0.7758241080853809,18696.225
56.0,Rhodotorula mucilaginosa,0.0,4,0.14606372440183044,27526.800000000003
56.0,Rhodotorula mucilaginosa,5.0,4,0.11453952259028231,43143.575000000004
56.0,Rhodotorula mucilaginosa,10.0,4,0.06974500250364933,36366.950000000004
56.0,Rhodotorula mucilaginosa,15.0,4,0.0875694746567192,36024.09999999999
56.0,Rhodotorula mucilaginosa,20.0,4,0.12094191718400149,31716.500000000004
56.0,Rhodotorula mucilaginosa,25.0,4,0.13273807404488067,28014.82500000004
56.0,Rhodotorula mucilaginosa,30.0,4,0.19622312795182767,13614.650000000001
57.0,Rhodotorula mucilaginosa,0.0,4,0.0411955945071028,28885.525
57.0,Rhodotorula mucilaginosa,5.0,4,0.08296502774763537,40365.100000000006
57.0,Rhodotorula mucilaginosa,10.0,4,0.0663547684683563,36339.125
57.0,Rhodotorula mucilaginosa,15.0,4,0.0714653271356914,32166.6
57.0,Rhodotorula mucilaginosa,20.0,4,0.15498708904260908,28820.225
57.0,Rhodotorula mucilaginosa,25.0,4,0.22402506126159127,27468.6
57.0,Rhodotorula mucilaginosa,30.0,4,0.5763242192285472,23918.074999999997
58.0,Rhodotorula mucilaginosa,0.0,4,0.14123120313318427,35502.75
58.0,Rhodotorula mucilaginosa,5.0,4,0.03981183091290169,39115.549999999996
58.0,Rhodotorula mucilaginosa,10.0,4,0.06718694507057323,38392.850000000006
58.0,Rhodotorula mucilaginosa,15.0,4,0.0711836444263759,34776.40000000001
58.0,Rhodotorula mucilaginosa,20.0,4,0.08357984217586656,32801.625
58.0,Rhodotorula mucilaginosa,25.0,4,0.17844631994655782,28013.875000000004
58.0,Rhodotorula mucilaginosa,30.0,4,0.22831883905349606,16966.500000000025
59.0,Rhodotorula mucilaginosa,0.0,4,0.06543886912501998,34173.675
59.0,Rhodotorula mucilaginosa,5.0,4,0.09220009076035172,42969.700000000004
59.0,Rhodotorula mucilaginosa,10.0,4,0.09121023336086552,38487.525
59.0,Rhodotorula mucilaginosa,15.0,4,0.05799485480801515,33667.950000000004
59.0,Rhodotorula mucilaginosa,20.0,4,0.07521753192532411,27898.050000000003
59.0,Rhodotorula mucilaginosa,25.0,4,0.15816161839317153,25675.425000000003
59.0,Rhodotorula mucilaginosa,30.0,4,0.1861222186744897,13468.299999999997
60.0,Rhodotorula mucilaginosa,0.0,4,0.07044806469609433,29148.525
60.0,Rhodotorula mucilaginosa,5.0,4,0.0566326071486313,38517.475000000006
60.0,Rhodotorula mucilaginosa,10.0,4,0.03936491219925812,35479.45
60.0,Rhodotorula mucilaginosa,15.0,4,0.057359279036023204,36491.75
60.0,Rhodotorula mucilaginosa,20.0,4,0.05856817929577734,28847.5
60.0,Rhodotorula mucilaginosa,25.0,4,0.09282323306219127,27329.425000000003
60.0,Rhodotorula mucilaginosa,30.0,4,0.15252944849332045,19587.15
61.0,Rhodotorula toruloides,0.0,4,0.9168230541202045,31510.725
61.0,Rhodotorula toruloides,5.0,4,0.9725280261412161,36844.0
61.0,Rhodotorula toruloides,10.0,4,1.2486059567580592,32726.825000000004
61.0,Rhodotorula toruloides,15.0,4,1.252221810993162,28042.950000000004
61.0,Rhodotorula toruloides,20.0,4,0.7090567012024099,19002.45
61.0,Rhodotorula toruloides,25.0,4,0.6295849460184336,10156.75
61.0,Rhodotorula toruloides,30.0,4,0.4827217109345648,2596.237499999992
62.0,Rhodotorula mucilaginosa,0.0,4,0.655849159552983,28392.75
62.0,Rhodotorula mucilaginosa,5.0,4,0.7287453752472285,41640.024999999994
62.0,Rhodotorula mucilaginosa,10.0,4,0.7571084524173427,37234.8
62.0,Rhodotorula mucilaginosa,15.0,4,0.7428816531799776,34828.875
62.0,Rhodotorula mucilaginosa,20.0,4,0.9020492792612991,28392.175
62.0,Rhodotorula mucilaginosa,25.0,4,1.0945892770673753,29744.175000000003
62.0,Rhodotorula mucilaginosa,30.0,4,0.7021517351958744,15467.699999999997
63.0,Rhodotorula mucilaginosa,0.0,4,0.7895113907472493,27804.4
63.0,Rhodotorula mucilaginosa,5.0,4,1.3126078753300228,38194.875
63.0,Rhodotorula mucilaginosa,10.0,4,0.627532569513736,36895.274999999994
63.0,Rhodotorula mucilaginosa,15.0,4,0.6217995619863996,33361.549999999996
63.0,Rhodotorula mucilaginosa,20.0,4,1.461279797844203,28101.775
63.0,Rhodotorula mucilaginosa,25.0,4,1.224223204724917,19363.6
63.0,Rhodotorula mucilaginosa,30.0,4,0.6791499416765749,9375.225
64.0,Rhodotorula mucilaginosa,0.0,4,0.04969135663649905,29564.7
64.0,Rhodotorula mucilaginosa,5.0,4,0.07111883608769069,36198.774999999994
64.0,Rhodotorula mucilaginosa,10.0,4,0.0827182032148,33482.45
64.0,Rhodotorula mucilaginosa,15.0,4,0.07401484646815179,33102.975000000006
64.0,Rhodotorula mucilaginosa,20.0,4,0.16677658410907117,24199.8
64.0,Rhodotorula mucilaginosa,25.0,4,0.30675747670127074,23103.149999999994
64.0,Rhodotorula mucilaginosa,30.0,4,0.34279744115457544,16652.274999999998
65.0,Rhodotorula mucilaginosa,0.0,4,0.04496647240093773,28178.15
65.0,Rhodotorula mucilaginosa,5.0,4,0.07146446716324234,33751.125
65.0,Rhodotorula mucilaginosa,10.0,4,0.048337931245840154,31920.0
65.0,Rhodotorula mucilaginosa,15.0,4,0.12295595611160567,32969.350000000006
65.0,Rhodotorula mucilaginosa,20.0,4,0.040228124959573966,30998.75
65.0,Rhodotorula mucilaginosa,25.0,4,0.03382030321103392,28782.450000000004
65.0,Rhodotorula mucilaginosa,30.0,4,0.05689358901763448,25276.1875
66.0,Rhodotorula mucilaginosa,0.0,4,0.11233828987487474,31149.100000000002
66.0,Rhodotorula mucilaginosa,5.0,4,0.04655155771258819,39344.700000000004
66.0,Rhodotorula mucilaginosa,10.0,4,0.04626213645067213,36462.175
66.0,Rhodotorula mucilaginosa,15.0,4,0.05878347737164433,35282.9
66.0,Rhodotorula mucilaginosa,20.0,4,0.11696822346633995,30663.775
66.0,Rhodotorula mucilaginosa,25.0,4,0.1512501704912147,28407.85
66.0,Rhodotorula mucilaginosa,30.0,4,0.17303694720750204,21626.449999999997
67.0,Rhodotorula mucilaginosa,0.0,4,0.05086099132131489,35786.27500000001
67.0,Rhodotorula mucilaginosa,5.0,4,0.09199588325428412,40753.875
67.0,Rhodotorula mucilaginosa,10.0,4,0.06582015996658705,36728.625
67.0,Rhodotorula mucilaginosa,15.0,4,0.07408141985331186,39545.799999999996
67.0,Rhodotorula mucilaginosa,20.0,4,0.05240395104439615,33787.674999999996
67.0,Rhodotorula mucilaginosa,25.0,4,0.1984173344368888,41521.25
67.0,Rhodotorula mucilaginosa,30.0,4,0.09918972586108948,28345.925000000003
68.0,Rhodotorula mucilaginosa,0.0,4,0.06000581972587205,34042.225000000006
68.0,Rhodotorula mucilaginosa,5.0,4,0.07281702136425235,44746.625
68.0,Rhodotorula mucilaginosa,10.0,4,0.0669516760375348,37702.174999999996
68.0,Rhodotorula mucilaginosa,15.0,4,0.13581420828661409,32881.4
68.0,Rhodotorula mucilaginosa,20.0,4,0.24681784109088753,31620.574999999997
68.0,Rhodotorula mucilaginosa,25.0,4,0.40459338265463873,28173.425000000003
68.0,Rhodotorula mucilaginosa,30.0,4,0.05748506664173536,22147.525
69.0,Rhodotorula mucilaginosa,0.0,4,0.10584072038026396,33500.0
69.0,Rhodotorula mucilaginosa,5.0,4,0.02240855181861231,41206.925
69.0,Rhodotorula mucilaginosa,10.0,4,0.035985772822431816,35995.22499999999
69.0,Rhodotorula mucilaginosa,15.0,4,0.038315592481517925,33023.175
69.0,Rhodotorula mucilaginosa,20.0,4,0.08395618905325154,28781.949999999997
69.0,Rhodotorula mucilaginosa,25.0,4,0.12178657214005631,28023.1
69.0,Rhodotorula mucilaginosa,30.0,4,0.19647597816617673,24564.099999999977
71.0,Rhodotorula dairenensis,0.0,4,0.1625534279041971,34165.200000000004
71.0,Rhodotorula dairenensis,5.0,4,0.10357637159035712,40260.424999999996
71.0,Rhodotorula dairenensis,10.0,4,0.05917824891284639,34815.775
71.0,Rhodotorula dairenensis,15.0,4,0.09372935692746519,31311.75
71.0,Rhodotorula dairenensis,20.0,4,0.07583965015112347,28552.449999999997
71.0,Rhodotorula dairenensis,25.0,4,0.09897840570636361,25390.4
71.0,Rhodotorula dairenensis,30.0,4,0.18357439579411503,16956.05
72.0,Rhodotorula mucilaginosa,0.0,3,0.04120537110540024,26040.2
72.0,Rhodotorula mucilaginosa,5.0,4,1.8082318027122626,31706.425000000003
72.0,Rhodotorula mucilaginosa,10.0,3,0.01141069066233259,30492.600000000002
72.0,Rhodotorula mucilaginosa,15.0,4,1.3618575622621594,28410.225
72.0,Rhodotorula mucilaginosa,20.0,4,0.8913606970188656,23840.399999999994
72.0,Rhodotorula mucilaginosa,25.0,4,0.6230507221806385,17614.949999999997
72.0,Rhodotorula mucilaginosa,30.0,4,0.7424753364626417,10323.075
73.0,Rhodotorula mucilaginosa,0.0,4,0.08474194072803637,31143.5
73.0,Rhodotorula mucilaginosa,5.0,4,0.04268278583704257,39866.4
73.0,Rhodotorula mucilaginosa,10.0,4,0.030470812448812796,36555.1
73.0,Rhodotorula mucilaginosa,15.0,4,0.04537041463311246,33334.45
73.0,Rhodotorula mucilaginosa,20.0,4,0.021801769002822782,31408.85
73.0,Rhodotorula mucilaginosa,25.0,4,0.07496455948537827,29501.399999999994
73.0,Rhodotorula mucilaginosa,30.0,4,0.1699383479793775,28033.824999999997
74.0,Rhodotorula mucilaginosa,0.0,4,0.03533363373268862,32513.850000000002
74.0,Rhodotorula mucilaginosa,5.0,4,0.0427197035849601,42964.9
74.0,Rhodotorula mucilaginosa,10.0,4,0.035623882333786556,38904.75
74.0,Rhodotorula mucilaginosa,15.0,4,0.06703984513472715,37866.875
74.0,Rhodotorula mucilaginosa,20.0,4,0.037617134611424755,36071.049999999996
74.0,Rhodotorula mucilaginosa,25.0,4,0.035317544655860386,33908.775
74.0,Rhodotorula mucilaginosa,30.0,4,0.05858391563427041,28969.175000000003
75.0,Rhodotorula mucilaginosa,0.0,4,0.09068124474976266,34790.0
75.0,Rhodotorula mucilaginosa,5.0,4,0.10794057933171562,42492.975000000006
75.0,Rhodotorula mucilaginosa,10.0,4,0.08032654143933288,38575.75
75.0,Rhodotorula mucilaginosa,15.0,4,0.07238234907492637,37781.649999999994
75.0,Rhodotorula mucilaginosa,20.0,4,0.14474413584709786,32741.100000000002
75.0,Rhodotorula mucilaginosa,25.0,4,0.12889456427623472,25721.275
75.0,Rhodotorula mucilaginosa,30.0,4,0.22458551279179761,19666.775
76.0,Rhodotorula mucilaginosa,0.0,4,0.08015392199573516,29811.050000000003
76.0,Rhodotorula mucilaginosa,5.0,4,0.0486528674109515,40133.975000000006
76.0,Rhodotorula mucilaginosa,10.0,4,0.0668836887650818,33452.875
76.0,Rhodotorula mucilaginosa,15.0,4,0.08249545513466174,30672.925
76.0,Rhodotorula mucilaginosa,20.0,4,0.1100509255111783,28348.949999999997
76.0,Rhodotorula mucilaginosa,25.0,4,0.1278629302898574,26189.4
76.0,Rhodotorula mucilaginosa,30.0,4,0.24160209587643028,22092.425000000003
77.0,Rhodotorula mucilaginosa,0.0,4,0.11441284852044996,31929.550000000007
77.0,Rhodotorula mucilaginosa,5.0,4,0.10667475259534989,41169.825
77.0,Rhodotorula mucilaginosa,10.0,4,0.12006632303146073,36088.325
77.0,Rhodotorula mucilaginosa,15.0,4,0.12887660176371216,33743.8
77.0,Rhodotorula mucilaginosa,20.0,4,0.12198435469491654,31645.65
77.0,Rhodotorula mucilaginosa,25.0,4,0.11584265603882853,30959.149999999998
77.0,Rhodotorula mucilaginosa,30.0,4,0.1311617447679029,26775.85
78.0,Rhodotorula mucilaginosa,0.0,4,0.1861113880400579,31267.600000000002
78.0,Rhodotorula mucilaginosa,5.0,4,0.11337118762670126,38139.5
78.0,Rhodotorula mucilaginosa,10.0,4,0.08622253825381428,33781.2
78.0,Rhodotorula mucilaginosa,15.0,4,0.09190605619678983,33239.274999999994
78.0,Rhodotorula mucilaginosa,20.0,4,0.06120111997988104,30622.999999999996
78.0,Rhodotorula mucilaginosa,25.0,4,0.05678816421130671,25026.8
78.0,Rhodotorula mucilaginosa,30.0,4,0.2648164081661559,16897.800000000003
79.0,Rhodotorula mucilaginosa,0.0,4,0.10212686965686274,28368.5
79.0,Rhodotorula mucilaginosa,5.0,4,0.05886380140600028,35106.65000000001
79.0,Rhodotorula mucilaginosa,10.0,4,0.09604639370626866,29789.875
79.0,Rhodotorula mucilaginosa,15.0,4,0.09372705158647797,29068.775
79.0,Rhodotorula mucilaginosa,20.0,4,0.12240322144791321,21873.4
79.0,Rhodotorula mucilaginosa,25.0,4,0.22498714966019648,13628.974999999999
79.0,Rhodotorula mucilaginosa,30.0,4,0.2565420136259144,6853.950000000001
80.0,Rhodotorula pacifica,0.0,4,0.07524106239296732,29362.225
80.0,Rhodotorula pacifica,5.0,4,0.07990450209977468,42111.35
80.0,Rhodotorula pacifica,10.0,4,0.09841290134477453,37278.125
80.0,Rhodotorula pacifica,15.0,4,0.09197706767158452,33176.375
80.0,Rhodotorula pacifica,20.0,4,0.08568269948786573,29740.199999999997
80.0,Rhodotorula pacifica,25.0,4,0.37205894215871455,33400.05
80.0,Rhodotorula pacifica,30.0,4,0.16070143984217672,21924.799999999996
81.0,Rhodotorula mucilaginosa,0.0,4,0.029741986085243304,27641.525
81.0,Rhodotorula mucilaginosa,5.0,4,0.05647651338001922,35434.075000000004
81.0,Rhodotorula mucilaginosa,10.0,4,0.041778026538718795,32881.05
81.0,Rhodotorula mucilaginosa,15.0,4,0.06662154124475295,31114.700000000004
81.0,Rhodotorula mucilaginosa,20.0,4,0.12231233946849293,28426.699999999997
81.0,Rhodotorula mucilaginosa,25.0,4,0.21160431259547113,22188.075
81.0,Rhodotorula mucilaginosa,30.0,4,0.2788044258485208,19929.00000000005
83.0,Rhodotorula mucilaginosa,0.0,4,0.8556205526316885,26596.25
83.0,Rhodotorula mucilaginosa,5.0,4,0.8232233618641941,32433.0
83.0,Rhodotorula mucilaginosa,10.0,4,0.7915202248007143,31279.200000000004
83.0,Rhodotorula mucilaginosa,15.0,4,0.575097484412659,29814.449999999997
83.0,Rhodotorula mucilaginosa,20.0,4,0.16119061472771667,26322.200000000004
83.0,Rhodotorula mucilaginosa,25.0,4,0.9588973220093623,18247.525
83.0,Rhodotorula mucilaginosa,30.0,4,0.30271413278769693,9219.45
84.0,Rhodotorula paludigena,0.0,2,1.763643465375584,19570.950000000004
84.0,Rhodotorula paludigena,5.0,2,2.0963935929693562,24460.475000000002
84.0,Rhodotorula paludigena,10.0,2,2.024040963701308,19331.600000000002
84.0,Rhodotorula paludigena,15.0,3,1.5307512317131315,326.0
84.0,Rhodotorula paludigena,20.0,4,1.0130453947314426,1494.85
84.0,Rhodotorula paludigena,25.0,4,0.32958771017688815,1916.3124999999995
84.0,Rhodotorula paludigena,30.0,4,0.18734763588894507,1804.8500000000001
85.0,Rhodotorula paludigena,0.0,3,1.3026220996012092,23986.45
85.0,Rhodotorula paludigena,5.0,2,0.007062048905562556,40773.250000000044
85.0,Rhodotorula paludigena,10.0,2,0.09238119563260602,32998.024999999994
85.0,Rhodotorula paludigena,15.0,3,1.4625925753433318,30174.60000000003
85.0,Rhodotorula paludigena,20.0,3,0.48551910692970723,37457.799999999996
85.0,Rhodotorula paludigena,25.0,4,1.1084404716516079,14959.774999999998
85.0,Rhodotorula paludigena,30.0,4,0.6761480577328911,11142.0125
86.0,Rhodotorula mucilaginosa,0.0,4,0.159928966752609,33304.725000000006
86.0,Rhodotorula mucilaginosa,5.0,4,0.07855360638600219,39964.15000000001
86.0,Rhodotorula mucilaginosa,10.0,4,0.046279525699642894,33351.275
86.0,Rhodotorula mucilaginosa,15.0,4,0.05013440553330411,30628.55
86.0,Rhodotorula mucilaginosa,20.0,4,0.10025105912658488,20585.774999999994
86.0,Rhodotorula mucilaginosa,25.0,4,0.17709048472320477,19734.574999999997
86.0,Rhodotorula mucilaginosa,30.0,4,0.38489679328899706,12411.15
88.0,Rhodotorula toruloides,0.0,4,0.9142703427443741,26324.550000000003
88.0,Rhodotorula toruloides,5.0,4,1.1951217862659667,26591.5
88.0,Rhodotorula toruloides,10.0,4,1.512768237955835,27125.62500000001
88.0,Rhodotorula toruloides,15.0,3,0.1961479409897614,27199.100000000002
88.0,Rhodotorula toruloides,20.0,4,1.1731094013163788,21700.800000000007
88.0,Rhodotorula toruloides,25.0,4,0.6865978096125508,37261.55
88.0,Rhodotorula toruloides,30.0,4,1.2713534329864147,7131.9
89.0,Rhodotorula mucilaginosa,0.0,4,0.7192729519833827,26067.025
89.0,Rhodotorula mucilaginosa,5.0,4,0.8245193533242678,36806.375
89.0,Rhodotorula mucilaginosa,10.0,4,0.8288819720432337,34220.274999999994
89.0,Rhodotorula mucilaginosa,15.0,4,0.7949037844023547,34145.025
89.0,Rhodotorula mucilaginosa,20.0,4,0.8000699478820792,33151.9
89.0,Rhodotorula mucilaginosa,25.0,4,0.7543935248364505,28393.049999999996
89.0,Rhodotorula mucilaginosa,30.0,4,0.5815341081425022,24885.800000000003
91.0,Rhodotorula diobovata,0.0,4,0.09926245396894319,23498.825
91.0,Rhodotorula diobovata,5.0,4,0.18136312193676937,27184.550000000003
91.0,Rhodotorula diobovata,10.0,4,0.18828540755369833,23539.724999999995
91.0,Rhodotorula diobovata,15.0,4,0.21288411214985087,20791.375
91.0,Rhodotorula diobovata,20.0,4,0.14702220224363072,16042.025000000001
91.0,Rhodotorula diobovata,25.0,4,0.3023009966467278,11070.32500000004
91.0,Rhodotorula diobovata,30.0,4,0.32298454451760805,4015.075
92.0,Rhodotorula taiwanensis,0.0,4,0.11034449264412485,25861.425000000003
92.0,Rhodotorula taiwanensis,5.0,4,0.11212066217035681,27628.675000000003
92.0,Rhodotorula taiwanensis,10.0,4,0.14557268347188454,19213.999999999996
92.0,Rhodotorula taiwanensis,15.0,4,0.17320029348485438,16535.550000000003
92.0,Rhodotorula taiwanensis,20.0,4,0.24450329223776043,13670.5
92.0,Rhodotorula taiwanensis,25.0,4,0.4167150695171728,8886.85
92.0,Rhodotorula taiwanensis,30.0,4,0.43179244672543843,1785.1499999999999
93.0,Rhodotorula paludigena,0.0,4,0.695447764007008,25998.074999999997
93.0,Rhodotorula paludigena,5.0,4,1.153593205087233,21734.824999999997
93.0,Rhodotorula paludigena,10.0,4,0.923764347736784,19464.97499999999
93.0,Rhodotorula paludigena,15.0,4,1.2541842154594522,10398.6
93.0,Rhodotorula paludigena,20.0,4,0.5282827816688366,13116.25
93.0,Rhodotorula paludigena,25.0,4,0.7202349302896334,7676.75
93.0,Rhodotorula paludigena,30.0,4,0.9449923592336512,1830.025
94.0,Rhodotorula paludigena,0.0,2,2.3308979095139404,21777.075
94.0,Rhodotorula paludigena,5.0,2,1.4959175898720398,25126.0
94.0,Rhodotorula paludigena,20.0,4,0.9598453830016868,1392.2375
94.0,Rhodotorula paludigena,25.0,4,1.1675351210410292,620.625
94.0,Rhodotorula paludigena,30.0,3,1.1067009696799412,1015.1
95.0,Rhodotorula mucilaginosa,0.0,4,0.3216549441278512,35169.125
95.0,Rhodotorula mucilaginosa,5.0,4,0.07894598274265315,42822.0
95.0,Rhodotorula mucilaginosa,10.0,4,0.08404112997063556,38859.85
95.0,Rhodotorula mucilaginosa,15.0,4,0.06752367983582463,35592.15
95.0,Rhodotorula mucilaginosa,20.0,4,0.11880419418038972,36445.69999999999
95.0,Rhodotorula mucilaginosa,25.0,4,0.19910852235159343,34694.2
95.0,Rhodotorula mucilaginosa,30.0,4,0.34669404636208867,30343.299999999996
96.0,Rhodotorula toruloides,0.0,4,0.10476386890293442,30613.850000000002
96.0,Rhodotorula toruloides,5.0,4,0.17176421708973538,25555.2
96.0,Rhodotorula toruloides,10.0,4,0.1743516700589995,26462.174999999996
96.0,Rhodotorula toruloides,15.0,4,1.3830376011392287,21311.35
96.0,Rhodotorula toruloides,20.0,3,0.3819217493974576,28654.7
96.0,Rhodotorula toruloides,25.0,4,0.3919904983218544,27761.025
96.0,Rhodotorula toruloides,30.0,4,0.6004462867045696,22110.425
97.0,Rhodotorula mucilaginosa,0.0,4,0.14145179080781403,28985.325
97.0,Rhodotorula mucilaginosa,5.0,4,0.06888810153245553,37230.675
97.0,Rhodotorula mucilaginosa,10.0,4,0.06277468555327184,33337.575
97.0,Rhodotorula mucilaginosa,15.0,4,0.09823862074279571,34742.6
97.0,Rhodotorula mucilaginosa,20.0,4,0.10841244892478664,34710.6
97.0,Rhodotorula mucilaginosa,25.0,4,0.17138787849341924,31479.225
97.0,Rhodotorula mucilaginosa,30.0,4,0.25728305610883384,24299.275
98.0,Rhodotorula mucilaginosa,0.0,4,0.1388276302764407,38025.775
98.0,Rhodotorula mucilaginosa,5.0,4,0.059966557160950305,44581.600000000006
98.0,Rhodotorula mucilaginosa,10.0,4,0.06692596649987159,40612.649999999994
98.0,Rhodotorula mucilaginosa,15.0,4,0.04997153042445888,37681.75
98.0,Rhodotorula mucilaginosa,20.0,4,0.30904037131306245,41770.675
98.0,Rhodotorula mucilaginosa,25.0,4,0.11066503270277896,35281.15
98.0,Rhodotorula mucilaginosa,30.0,4,0.09626742995914164,23412.15
99.0,Rhodotorula mucilaginosa,0.0,4,0.09730287455501796,38020.4
99.0,Rhodotorula mucilaginosa,5.0,4,0.0871832398223425,49056.425
99.0,Rhodotorula mucilaginosa,10.0,4,0.018998206307189753,41168.39999999999
99.0,Rhodotorula mucilaginosa,15.0,4,0.025039210706009295,38767.05
99.0,Rhodotorula mucilaginosa,20.0,4,0.028675250511620922,36900.525
99.0,Rhodotorula mucilaginosa,25.0,4,0.055314055187565964,31361.775
99.0,Rhodotorula mucilaginosa,30.0,4,0.17539221673438046,21462.100000000002
100.0,Rhodotorula mucilaginosa,0.0,4,0.11251921486290634,37410.625
100.0,Rhodotorula mucilaginosa,5.0,4,0.06555239568783229,49130.175
100.0,Rhodotorula mucilaginosa,10.0,4,0.057365044288379644,46275.575000000004
100.0,Rhodotorula mucilaginosa,15.0,4,0.0590787757154547,43986.27500000001
100.0,Rhodotorula mucilaginosa,20.0,4,0.03560178534270669,41133.525
100.0,Rhodotorula mucilaginosa,25.0,4,0.060145636959544925,30090.850000000002
100.0,Rhodotorula mucilaginosa,30.0,4,0.20809658945818654,12995.100000000002
101.0,Rhodotorula sphaerocarpa,0.0,2,1.869332024234406,19015.05
101.0,Rhodotorula sphaerocarpa,5.0,3,1.5689140703762394,122.14999999999999
101.0,Rhodotorula sphaerocarpa,10.0,2,0.09096417329082983,36963.04999999999
101.0,Rhodotorula sphaerocarpa,15.0,3,1.7654953665786632,35.6
101.0,Rhodotorula sphaerocarpa,20.0,4,1.090562711131854,453.79999999999995
101.0,Rhodotorula sphaerocarpa,25.0,4,1.8154409628981,8710.2875
101.0,Rhodotorula sphaerocarpa,30.0,3,0.8171644210145165,576.2
102.0,Rhodotorula paludigena,0.0,3,1.7954746115085318,23762.5
102.0,Rhodotorula paludigena,5.0,2,1.0688073231150537,20236.075
102.0,Rhodotorula paludigena,10.0,3,1.2578484717385146,500.0
102.0,Rhodotorula paludigena,15.0,2,1.2258918464589907,17981.925
102.0,Rhodotorula paludigena,20.0,3,1.5383901242064801,524.1999999999998
102.0,Rhodotorula paludigena,25.0,4,1.0864960367772385,1417.9999999999998
102.0,Rhodotorula paludigena,30.0,4,0.894622079365788,16112.5625
103.0,Rhodotorula paludigena,0.0,2,1.632862504136262,15124.900000000001
103.0,Rhodotorula paludigena,5.0,2,1.821956547726765,15281.525000000001
103.0,Rhodotorula paludigena,10.0,2,1.6531588537326904,15513.475
103.0,Rhodotorula paludigena,15.0,2,1.81487969053949,15876.950000000003
103.0,Rhodotorula paludigena,20.0,4,1.5128336087797698,172.9875
103.0,Rhodotorula paludigena,25.0,4,1.35250789658849,5018.4
103.0,Rhodotorula paludigena,30.0,4,1.1569448467912686,1866.5625
104.0,Rhodotorula mucilaginosa,0.0,4,0.08092927463155906,34864.575000000004
104.0,Rhodotorula mucilaginosa,5.0,4,0.057778763722939476,43335.125
104.0,Rhodotorula mucilaginosa,10.0,4,0.059159038145239706,41162.29999999999
104.0,Rhodotorula mucilaginosa,15.0,4,0.03817364647111568,40739.950000000004
104.0,Rhodotorula mucilaginosa,20.0,4,0.07726298910014047,36054.475
104.0,Rhodotorula mucilaginosa,25.0,4,0.13789571506093168,37322.700000000004
104.0,Rhodotorula mucilaginosa,30.0,4,0.18962367644426614,24471.025
105.0,Rhodotorula toruloides,0.0,3,0.19853999860549448,32216.800000000003
105.0,Rhodotorula toruloides,5.0,4,0.8613793137142838,31386.925000000003
105.0,Rhodotorula toruloides,10.0,4,1.0050799472306955,26254.574999999997
