strain_id,well,cu,species,t_capture_h,t_onset_h,max_area,max_chroma,n_tp
148.0,56,25.0,Rhodotorula mucilaginosa,30.0,0.0,20626.0,17.424068999590773,30
148.0,56,30.0,Rhodotorula mucilaginosa,36.0,0.0,10607.0,16.94425215169406,22
148.0,66,0.0,Rhodotorula mucilaginosa,30.0,36.0,43802.0,10.97356058988012,20
148.0,66,5.0,Rhodotorula mucilaginosa,24.0,36.0,57699.0,13.062808007398548,20
148.0,66,10.0,Rhodotorula mucilaginosa,30.0,0.0,53722.0,12.545706258831204,20
148.0,66,15.0,Rhodotorula mucilaginosa,12.0,0.0,58704.0,11.842346503844263,20
148.0,66,20.0,Rhodotorula mucilaginosa,24.0,0.0,48003.0,14.83409335446368,20
148.0,66,25.0,Rhodotorula mucilaginosa,0.0,0.0,44537.0,17.232479497803176,21
148.0,66,30.0,Rhodotorula mucilaginosa,36.0,0.0,27500.0,17.53625738801392,33
148.0,68,0.0,Rhodotorula mucilaginosa,24.0,36.0,46323.0,11.682003064832331,20
148.0,68,5.0,Rhodotorula mucilaginosa,30.0,42.0,47617.0,13.44997861588442,20
148.0,68,10.0,Rhodotorula mucilaginosa,36.0,0.0,45835.0,12.757311569298244,19
148.0,68,15.0,Rhodotorula mucilaginosa,30.0,0.0,44611.0,11.4656232796059,20
148.0,68,20.0,Rhodotorula mucilaginosa,36.0,0.0,38653.0,15.554164507079967,19
148.0,68,25.0,Rhodotorula mucilaginosa,24.0,0.0,47474.0,16.479930358237322,20
148.0,68,30.0,Rhodotorula mucilaginosa,18.0,0.0,42403.0,15.503069082464725,20
149.0,3,0.0,Rhodotorula sphaerocarpa,0.0,,570.0,3.0713343839111653,20
149.0,3,5.0,Rhodotorula sphaerocarpa,0.0,,475.0,2.0538748374494187,18
149.0,3,15.0,Rhodotorula sphaerocarpa,0.0,0.0,996.0,9.215506570153796,17
149.0,51,0.0,Rhodotorula sphaerocarpa,36.0,36.0,29101.0,14.931602263439682,21
149.0,51,5.0,Rhodotorula sphaerocarpa,30.0,36.0,33052.0,16.395697165373257,20
149.0,51,10.0,Rhodotorula sphaerocarpa,36.0,0.0,33176.0,12.97724042026185,20
149.0,51,15.0,Rhodotorula sphaerocarpa,36.0,0.0,28825.0,10.74269429905894,20
149.0,51,20.0,Rhodotorula sphaerocarpa,0.0,0.0,20653.0,15.355969198983844,18
149.0,51,25.0,Rhodotorula sphaerocarpa,60.0,0.0,10325.0,17.252026934686082,35
149.0,51,30.0,Rhodotorula sphaerocarpa,0.0,0.0,17.0,17.095232441938,15
149.0,69,5.0,Rhodotorula sphaerocarpa,0.0,,1188.0,1.744357978982782,20
149.0,69,10.0,Rhodotorula sphaerocarpa,0.0,,1245.0,6.331967031770554,19
149.0,69,15.0,Rhodotorula sphaerocarpa,0.0,,1397.0,6.440166814641732,20
149.0,69,20.0,Rhodotorula sphaerocarpa,0.0,0.0,2095.0,14.900530539343844,13
149.0,69,25.0,Rhodotorula sphaerocarpa,6.0,0.0,2702.0,17.193898477430746,24
149.0,91,0.0,Rhodotorula sphaerocarpa,36.0,36.0,39246.0,13.222025259704338,20
149.0,91,5.0,Rhodotorula sphaerocarpa,36.0,30.0,50157.0,12.588105399494138,20
149.0,91,10.0,Rhodotorula sphaerocarpa,36.0,36.0,45312.0,12.526397101854297,20
149.0,91,15.0,Rhodotorula sphaerocarpa,36.0,0.0,41051.0,11.444915195439878,20
149.0,91,20.0,Rhodotorula sphaerocarpa,36.0,12.0,32982.0,10.710364028718724,18
149.0,91,25.0,Rhodotorula sphaerocarpa,42.0,0.0,28967.0,17.24358774022518,24
149.0,91,30.0,Rhodotorula sphaerocarpa,36.0,0.0,23034.0,17.21392310703058,26
150.0,20,0.0,Rhodotorula mucilaginosa,30.0,42.0,43721.0,12.10274941539565,20
150.0,20,5.0,Rhodotorula mucilaginosa,30.0,30.0,50004.0,12.74236321031599,20
150.0,20,10.0,Rhodotorula mucilaginosa,36.0,0.0,43658.0,12.310376004869834,20
150.0,20,15.0,Rhodotorula mucilaginosa,36.0,0.0,43891.0,11.24348454844311,20
150.0,20,20.0,Rhodotorula mucilaginosa,36.0,6.0,40426.0,11.629678789331871,19
150.0,20,25.0,Rhodotorula mucilaginosa,36.0,0.0,36551.0,16.743258386659,20
150.0,20,30.0,Rhodotorula mucilaginosa,42.0,0.0,22728.0,17.218241656983878,20
150.0,63,0.0,Rhodotorula mucilaginosa,36.0,48.0,30798.0,11.82438424088874,20
150.0,63,5.0,Rhodotorula mucilaginosa,30.0,36.0,47712.0,16.010811787526613,20
150.0,63,10.0,Rhodotorula mucilaginosa,30.0,0.0,42702.0,12.590291406411737,21
150.0,63,15.0,Rhodotorula mucilaginosa,24.0,0.0,46707.0,10.79978270416917,20
150.0,63,20.0,Rhodotorula mucilaginosa,24.0,6.0,37631.0,15.472981042476082,18
150.0,63,25.0,Rhodotorula mucilaginosa,6.0,0.0,30440.0,17.36608940794194,24
150.0,63,30.0,Rhodotorula mucilaginosa,18.0,0.0,22518.0,17.45613452840125,37
150.0,70,0.0,Rhodotorula mucilaginosa,18.0,30.0,45557.0,14.067295855124172,20
150.0,70,5.0,Rhodotorula mucilaginosa,30.0,36.0,46128.0,15.524886129679516,20
150.0,70,10.0,Rhodotorula mucilaginosa,30.0,0.0,43713.0,12.176871290810746,19
150.0,70,15.0,Rhodotorula mucilaginosa,24.0,0.0,39577.0,10.22884275803782,20
150.0,70,20.0,Rhodotorula mucilaginosa,36.0,0.0,28129.0,14.83960229975943,20
150.0,70,25.0,Rhodotorula mucilaginosa,30.0,0.0,29674.0,17.34174573393777,32
150.0,70,30.0,Rhodotorula mucilaginosa,42.0,0.0,20946.0,15.92223247191468,22
150.0,94,0.0,Rhodotorula mucilaginosa,42.0,42.0,26573.0,12.954660563996168,20
150.0,94,5.0,Rhodotorula mucilaginosa,36.0,30.0,41640.0,14.342890241430702,20
150.0,94,10.0,Rhodotorula mucilaginosa,36.0,0.0,38153.0,11.481775139573978,20
150.0,94,15.0,Rhodotorula mucilaginosa,36.0,0.0,32713.0,10.374687748119657,20
150.0,94,20.0,Rhodotorula mucilaginosa,36.0,0.0,28001.0,14.283256605925908,20
150.0,94,25.0,Rhodotorula mucilaginosa,36.0,0.0,18938.0,17.2763957554126,25
150.0,94,30.0,Rhodotorula mucilaginosa,30.0,6.0,10373.0,17.06800657443236,22
151.0,10,0.0,Rhodotorula mucilaginosa,30.0,42.0,48011.0,10.736438659675157,20
151.0,10,5.0,Rhodotorula mucilaginosa,30.0,36.0,56645.0,12.518291691670514,20
151.0,10,10.0,Rhodotorula mucilaginosa,24.0,0.0,53289.0,12.397899676903982,20
151.0,10,15.0,Rhodotorula mucilaginosa,24.0,0.0,48511.0,11.379191306980593,20
151.0,10,20.0,Rhodotorula mucilaginosa,0.0,0.0,42048.0,16.87071007096541,21
151.0,10,25.0,Rhodotorula mucilaginosa,36.0,6.0,33087.0,17.26028611676599,21
151.0,10,30.0,Rhodotorula mucilaginosa,36.0,0.0,24651.0,17.252715619555183,44
151.0,14,0.0,Rhodotorula mucilaginosa,30.0,42.0,43954.0,12.91313660467386,20
151.0,14,5.0,Rhodotorula mucilaginosa,30.0,42.0,57406.0,14.62817192038213,20
151.0,14,10.0,Rhodotorula mucilaginosa,30.0,54.0,50572.0,11.619059069550108,20
151.0,14,15.0,Rhodotorula mucilaginosa,24.0,6.0,48428.0,10.487878190425482,20
151.0,14,20.0,Rhodotorula mucilaginosa,24.0,0.0,40352.0,12.122019307879006,20
151.0,14,25.0,Rhodotorula mucilaginosa,0.0,0.0,33569.0,16.323572917025746,20
151.0,14,30.0,Rhodotorula mucilaginosa,6.0,0.0,13365.0,17.103453236811347,20
151.0,71,0.0,Rhodotorula mucilaginosa,36.0,60.0,39464.0,10.2583898214168,20
151.0,71,5.0,Rhodotorula mucilaginosa,30.0,48.0,47082.0,13.144002199422104,20
151.0,71,10.0,Rhodotorula mucilaginosa,36.0,0.0,42728.0,12.196068746531196,19
151.0,71,15.0,Rhodotorula mucilaginosa,30.0,0.0,41926.0,10.813590861000398,20
151.0,71,20.0,Rhodotorula mucilaginosa,30.0,0.0,42750.0,15.749305068198758,21
151.0,71,25.0,Rhodotorula mucilaginosa,30.0,0.0,44865.0,17.24361021915803,31
151.0,71,30.0,Rhodotorula mucilaginosa,24.0,0.0,39803.0,15.132436877624963,21
151.0,73,0.0,Rhodotorula mucilaginosa,36.0,66.0,34116.0,9.497178190402275,20
151.0,73,5.0,Rhodotorula mucilaginosa,0.0,42.0,50010.0,10.444817045289064,20
151.0,73,10.0,Rhodotorula mucilaginosa,42.0,60.0,37944.0,10.435907982210562,18
151.0,73,15.0,Rhodotorula mucilaginosa,36.0,0.0,39298.0,11.362336138577676,20
151.0,73,20.0,Rhodotorula mucilaginosa,30.0,0.0,39528.0,17.338157393443275,25
151.0,73,25.0,Rhodotorula mucilaginosa,30.0,0.0,35714.0,17.24822184887672,27
151.0,73,30.0,Rhodotorula mucilaginosa,36.0,0.0,28646.0,17.308882025893585,51
152.0,36,0.0,Rhodotorula mucilaginosa,24.0,36.0,46082.0,11.768118912479204,20
152.0,36,5.0,Rhodotorula mucilaginosa,24.0,30.0,58605.0,12.862330213906164,20
152.0,36,10.0,Rhodotorula mucilaginosa,30.0,0.0,52501.0,12.698694671658345,20
152.0,36,15.0,Rhodotorula mucilaginosa,30.0,0.0,48988.0,11.55404924335723,20
152.0,36,20.0,Rhodotorula mucilaginosa,30.0,0.0,46667.0,15.541917738653874,20
152.0,36,25.0,Rhodotorula mucilaginosa,30.0,0.0,44772.0,15.88955251153942,20
152.0,36,30.0,Rhodotorula mucilaginosa,24.0,0.0,34569.0,16.989013570384422,22
152.0,48,0.0,Rhodotorula mucilaginosa,48.0,54.0,26942.0,12.39241157579984,20
152.0,48,5.0,Rhodotorula mucilaginosa,36.0,36.0,48714.0,13.332624499033455,20
152.0,48,10.0,Rhodotorula mucilaginosa,36.0,0.0,42820.0,9.862461529419493,20
152.0,48,15.0,Rhodotorula mucilaginosa,30.0,0.0,31992.0,9.8897060657009,21
152.0,48,20.0,Rhodotorula mucilaginosa,24.0,6.0,24133.0,12.322852700664203,19
152.0,48,25.0,Rhodotorula mucilaginosa,30.0,0.0,16034.0,17.338969990565147,32
152.0,48,30.0,Rhodotorula mucilaginosa,6.0,0.0,505342.0,17.04318577021013,23
152.0,51,0.0,Rhodotorula mucilaginosa,36.0,48.0,33105.0,10.64842437666464,20
152.0,51,5.0,Rhodotorula mucilaginosa,24.0,54.0,24832.0,13.832677117752915,20
152.0,51,10.0,Rhodotorula mucilaginosa,36.0,0.0,32784.0,10.769392987946976,20
152.0,51,15.0,Rhodotorula mucilaginosa,36.0,0.0,32151.0,11.070189962597196,20
152.0,51,20.0,Rhodotorula mucilaginosa,42.0,0.0,29954.0,16.560675758924024,22
152.0,51,25.0,Rhodotorula mucilaginosa,42.0,0.0,27448.0,17.17810613714478,27
152.0,51,30.0,Rhodotorula mucilaginosa,42.0,0.0,23117.0,17.146818317803667,39
152.0,72,0.0,Rhodotorula mucilaginosa,42.0,60.0,29143.0,10.367788791170367,20
152.0,72,5.0,Rhodotorula mucilaginosa,36.0,42.0,40116.0,13.62103133803859,19
152.0,72,10.0,Rhodotorula mucilaginosa,42.0,6.0,41505.0,12.074430032040322,18
152.0,72,15.0,Rhodotorula mucilaginosa,0.0,0.0,36747.0,11.453755807950762,21
152.0,72,20.0,Rhodotorula mucilaginosa,42.0,6.0,34692.0,12.36393518065412,19
152.0,72,25.0,Rhodotorula mucilaginosa,42.0,0.0,29614.0,17.475962679757167,35
152.0,72,30.0,Rhodotorula mucilaginosa,36.0,0.0,24240.0,15.03256361208359,19
153.0,29,0.0,Rhodotorula mucilaginosa,30.0,30.0,51675.0,13.393248996519723,20
153.0,29,5.0,Rhodotorula mucilaginosa,36.0,36.0,56617.0,13.513463756716922,20
153.0,29,10.0,Rhodotorula mucilaginosa,30.0,0.0,52095.0,10.4446459168787,20
153.0,29,15.0,Rhodotorula mucilaginosa,24.0,0.0,44692.0,8.991559634183428,20
153.0,29,20.0,Rhodotorula mucilaginosa,18.0,0.0,39287.0,16.384571726438217,23
153.0,29,25.0,Rhodotorula mucilaginosa,6.0,0.0,24931.0,16.13167285411328,20
153.0,29,30.0,Rhodotorula mucilaginosa,6.0,0.0,7820.0,17.11413283219406,21
153.0,32,0.0,Rhodotorula mucilaginosa,48.0,54.0,29099.0,11.25330587735277,20
153.0,32,5.0,Rhodotorula mucilaginosa,42.0,36.0,47263.0,13.503655959206394,20
153.0,32,10.0,Rhodotorula mucilaginosa,42.0,0.0,40458.0,11.323086209966576,20
153.0,32,15.0,Rhodotorula mucilaginosa,36.0,0.0,35141.0,11.189342374181908,20
153.0,32,20.0,Rhodotorula mucilaginosa,36.0,0.0,31870.0,17.138793397439418,24
153.0,32,25.0,Rhodotorula mucilaginosa,42.0,0.0,21614.0,17.408228739542672,31
153.0,32,30.0,Rhodotorula mucilaginosa,18.0,0.0,11170.0,17.335714399287326,53
153.0,52,0.0,Rhodotorula mucilaginosa,30.0,48.0,63013.0,11.46608122128981,20
153.0,52,5.0,Rhodotorula mucilaginosa,30.0,30.0,63194.0,13.82737342971144,20
153.0,52,10.0,Rhodotorula mucilaginosa,24.0,30.0,49278.0,14.367341856040914,20
153.0,52,15.0,Rhodotorula mucilaginosa,18.0,30.0,40982.0,14.740415835284804,20
153.0,52,20.0,Rhodotorula mucilaginosa,18.0,0.0,26287.0,13.949306834188452,20
153.0,52,25.0,Rhodotorula mucilaginosa,18.0,0.0,21593.0,17.200643636536036,38
153.0,52,30.0,Rhodotorula mucilaginosa,18.0,0.0,12414.0,17.024191570390514,39
153.0,73,0.0,Rhodotorula mucilaginosa,54.0,42.0,82650.0,8.014822820488389,19
153.0,73,5.0,Rhodotorula mucilaginosa,42.0,36.0,50229.0,14.04853558455066,20
153.0,73,10.0,Rhodotorula mucilaginosa,48.0,0.0,37840.0,10.798253956737598,19
153.0,73,15.0,Rhodotorula mucilaginosa,36.0,0.0,36871.0,10.191347323383331,20
153.0,73,20.0,Rhodotorula mucilaginosa,36.0,0.0,31595.0,15.122959522055565,20
153.0,73,25.0,Rhodotorula mucilaginosa,30.0,0.0,21209.0,17.92438034845472,22
153.0,73,30.0,Rhodotorula mucilaginosa,6.0,0.0,9087.0,17.859892766234328,20
155.0,40,0.0,Rhodotorula taiwanensis,48.0,36.0,36747.0,17.080775123826776,20
155.0,40,5.0,Rhodotorula taiwanensis,48.0,36.0,69131.0,17.23295242976808,20
155.0,40,10.0,Rhodotorula taiwanensis,42.0,0.0,47451.0,15.750535467912911,20
155.0,40,15.0,Rhodotorula taiwanensis,42.0,6.0,34082.0,14.248824026494422,19
155.0,40,20.0,Rhodotorula taiwanensis,42.0,0.0,22163.0,16.95753420068046,31
155.0,40,25.0,Rhodotorula taiwanensis,60.0,0.0,6455.0,17.36531670942907,25
155.0,40,30.0,Rhodotorula taiwanensis,90.0,0.0,1364.0,17.197128333388385,22
155.0,42,0.0,Rhodotorula taiwanensis,54.0,48.0,17342.0,13.260818890728295,20
155.0,42,5.0,Rhodotorula taiwanensis,54.0,48.0,19237.0,14.376773700398912,20
155.0,42,10.0,Rhodotorula taiwanensis,66.0,0.0,7256.0,11.009988062874982,20
155.0,42,15.0,Rhodotorula taiwanensis,0.0,0.0,5736.0,10.569743069415807,20
155.0,42,20.0,Rhodotorula taiwanensis,0.0,0.0,11243.5,16.31772138662941,13
155.0,42,25.0,Rhodotorula taiwanensis,6.0,0.0,723.0,17.328545995557338,32
155.0,42,30.0,Rhodotorula taiwanensis,12.0,0.0,10196.0,17.434844991567864,9
155.0,51,0.0,Rhodotorula taiwanensis,30.0,36.0,42121.0,13.748216624989016,20
155.0,51,5.0,Rhodotorula taiwanensis,36.0,36.0,56277.0,12.45863310313927,20
155.0,51,10.0,Rhodotorula taiwanensis,36.0,0.0,45834.0,11.258184715323,20
155.0,51,15.0,Rhodotorula taiwanensis,36.0,0.0,43485.0,11.03384954249967,20
155.0,51,20.0,Rhodotorula taiwanensis,36.0,12.0,32684.0,10.538076683303249,18
155.0,51,25.0,Rhodotorula taiwanensis,42.0,0.0,27092.0,17.28600034673301,45
155.0,51,30.0,Rhodotorula taiwanensis,6.0,0.0,17272.0,17.08524121662598,26
155.0,74,0.0,Rhodotorula taiwanensis,36.0,42.0,30940.0,15.285479419132235,20
155.0,74,5.0,Rhodotorula taiwanensis,36.0,36.0,41748.0,17.331504964134663,20
155.0,74,10.0,Rhodotorula taiwanensis,42.0,0.0,32511.0,13.873864463710628,19
155.0,74,15.0,Rhodotorula taiwanensis,42.0,0.0,17099.0,12.216768598501396,20
155.0,74,20.0,Rhodotorula taiwanensis,48.0,0.0,15262.0,16.346022820439448,20
155.0,74,25.0,Rhodotorula taiwanensis,0.0,0.0,8030.0,17.11995601195912,22
156.0,12,0.0,Rhodotorula paludigena,30.0,42.0,39857.0,11.811993361146238,20
156.0,12,5.0,Rhodotorula paludigena,30.0,36.0,46417.0,14.65659548438765,20
156.0,12,10.0,Rhodotorula paludigena,24.0,42.0,47117.0,13.931998933398535,20
156.0,12,15.0,Rhodotorula paludigena,24.0,0.0,47115.0,12.504743338134096,20
156.0,12,20.0,Rhodotorula paludigena,18.0,0.0,47295.0,11.121994016354472,20
156.0,12,25.0,Rhodotorula paludigena,18.0,0.0,45938.0,16.72271201745153,21
156.0,12,30.0,Rhodotorula paludigena,24.0,0.0,37701.0,17.07167065628827,22
156.0,24,0.0,Rhodotorula paludigena,42.0,48.0,25711.0,12.750622817451848,20
156.0,24,5.0,Rhodotorula paludigena,36.0,36.0,38860.0,16.997350345738763,20
156.0,24,10.0,Rhodotorula paludigena,36.0,0.0,36733.0,12.522290763558091,20
156.0,24,15.0,Rhodotorula paludigena,30.0,54.0,34382.0,10.549123331196466,19
156.0,24,20.0,Rhodotorula paludigena,30.0,0.0,29662.0,17.29403742893989,19
156.0,24,25.0,Rhodotorula paludigena,36.0,0.0,19340.0,17.471072307112124,33
156.0,24,30.0,Rhodotorula paludigena,36.0,0.0,10701.0,17.290988697174868,45
156.0,76,0.0,Rhodotorula paludigena,24.0,30.0,40321.0,13.32406393608349,20
156.0,76,5.0,Rhodotorula paludigena,24.0,36.0,42932.0,16.23742055802462,20
156.0,76,10.0,Rhodotorula paludigena,24.0,0.0,46928.0,12.742403097605148,19
156.0,76,15.0,Rhodotorula paludigena,24.0,0.0,42394.0,10.400279509514789,20
156.0,76,20.0,Rhodotorula paludigena,18.0,0.0,36999.0,14.748656735616736,20
156.0,76,25.0,Rhodotorula paludigena,6.0,0.0,34795.0,9.452305220287124,20
156.0,76,30.0,Rhodotorula paludigena,24.0,0.0,16057.0,14.245557939550856,20
156.0,79,0.0,Rhodotorula paludigena,36.0,36.0,29172.0,13.576593042289533,20
156.0,79,5.0,Rhodotorula paludigena,24.0,30.0,45298.0,17.40108431145104,20
156.0,79,10.0,Rhodotorula paludigena,24.0,36.0,44441.0,12.85494349991844,20
156.0,79,15.0,Rhodotorula paludigena,18.0,42.0,42771.0,10.702338918457489,20
156.0,79,20.0,Rhodotorula paludigena,24.0,0.0,33242.0,14.561788469220874,20
156.0,79,25.0,Rhodotorula paludigena,24.0,0.0,24115.0,17.31898482106599,34
156.0,79,30.0,Rhodotorula paludigena,36.0,0.0,14076.0,17.165220981368805,32
157.0,8,0.0,Rhodotorula paludigena,42.0,42.0,22775.0,12.731117180528862,20
157.0,8,5.0,Rhodotorula paludigena,42.0,36.0,43910.0,13.62183094221368,20
157.0,8,10.0,Rhodotorula paludigena,42.0,0.0,41515.0,10.803627534837206,20
157.0,8,15.0,Rhodotorula paludigena,36.0,0.0,34162.0,8.969445796652199,20
157.0,8,20.0,Rhodotorula paludigena,30.0,0.0,25129.0,17.416371022011077,28
157.0,8,25.0,Rhodotorula paludigena,36.0,0.0,13844.0,17.394375040910376,28
157.0,8,30.0,Rhodotorula paludigena,36.0,0.0,3781.0,17.09461292204456,35
157.0,43,0.0,Rhodotorula paludigena,30.0,30.0,40062.0,13.581779741501752,20
157.0,43,5.0,Rhodotorula paludigena,36.0,36.0,53906.0,14.593087898278958,20
157.0,43,10.0,Rhodotorula paludigena,42.0,0.0,42770.0,10.75448236960479,20
157.0,43,15.0,Rhodotorula paludigena,36.0,0.0,35132.0,10.123048562838276,20
157.0,43,20.0,Rhodotorula paludigena,36.0,0.0,25408.0,16.703022030101966,20
157.0,43,25.0,Rhodotorula paludigena,36.0,0.0,15662.0,17.17733165925191,21
157.0,43,30.0,Rhodotorula paludigena,78.0,12.0,2481.0,17.166406086565974,14
157.0,74,0.0,Rhodotorula paludigena,30.0,42.0,50130.0,11.811215376801108,20
157.0,74,5.0,Rhodotorula paludigena,36.0,42.0,55622.0,15.13711606875472,20
157.0,74,10.0,Rhodotorula paludigena,30.0,0.0,53632.0,12.47581169388494,20
157.0,74,15.0,Rhodotorula paludigena,30.0,0.0,49260.0,11.423650343790705,20
157.0,74,20.0,Rhodotorula paludigena,18.0,0.0,45190.0,11.586724733475624,20
157.0,74,25.0,Rhodotorula paludigena,0.0,0.0,33316.0,17.194832132220593,20
157.0,74,30.0,Rhodotorula paludigena,24.0,0.0,17504.0,17.05682313513017,28
157.0,77,0.0,Rhodotorula paludigena,24.0,30.0,42665.0,14.038699658665388,22
157.0,77,5.0,Rhodotorula paludigena,36.0,42.0,48278.0,14.187865753649625,20
157.0,77,10.0,Rhodotorula paludigena,36.0,0.0,46952.0,10.16585296475094,19
157.0,77,15.0,Rhodotorula paludigena,30.0,0.0,33995.0,8.759890667594428,20
157.0,77,20.0,Rhodotorula paludigena,30.0,0.0,24433.0,15.24272135222634,19
157.0,77,25.0,Rhodotorula paludigena,0.0,0.0,16918.0,16.98167585201996,20
157.0,77,30.0,Rhodotorula paludigena,12.0,0.0,8208.0,15.05554475218263,20
158.0,33,0.0,Rhodotorula mucilaginosa,36.0,,147477.0,4.327353204906858,20
158.0,33,5.0,Rhodotorula mucilaginosa,36.0,36.0,58982.0,13.34978917144858,20
158.0,33,10.0,Rhodotorula mucilaginosa,36.0,0.0,53652.0,10.86854874439995,20
158.0,33,15.0,Rhodotorula mucilaginosa,36.0,6.0,48080.0,8.939953727314283,19
158.0,33,20.0,Rhodotorula mucilaginosa,36.0,0.0,40853.0,16.41388942195488,23
158.0,33,25.0,Rhodotorula mucilaginosa,36.0,6.0,28396.0,17.544059362179652,19
158.0,33,30.0,Rhodotorula mucilaginosa,30.0,0.0,11289.0,17.33106981325223,35
158.0,68,0.0,Rhodotorula mucilaginosa,30.0,60.0,52216.0,9.362215312529372,20
158.0,68,5.0,Rhodotorula mucilaginosa,36.0,48.0,55640.0,13.62052674216093,20
158.0,68,10.0,Rhodotorula mucilaginosa,36.0,0.0,51005.0,10.820248983254253,20
158.0,68,15.0,Rhodotorula mucilaginosa,36.0,0.0,47755.0,9.30909863644462,20
158.0,68,20.0,Rhodotorula mucilaginosa,42.0,0.0,38537.0,16.441759726709094,20
158.0,68,25.0,Rhodotorula mucilaginosa,30.0,0.0,29503.0,16.78216514103913,22
158.0,68,30.0,Rhodotorula mucilaginosa,42.0,0.0,14060.0,17.139434468456137,39
158.0,78,0.0,Rhodotorula mucilaginosa,30.0,60.0,49223.0,9.598013883524484,20
158.0,78,5.0,Rhodotorula mucilaginosa,36.0,42.0,53813.0,13.185928726441446,20
158.0,78,10.0,Rhodotorula mucilaginosa,36.0,0.0,54699.0,10.48367647644326,19
158.0,78,15.0,Rhodotorula mucilaginosa,30.0,0.0,50051.0,9.236728428536196,20
158.0,78,20.0,Rhodotorula mucilaginosa,30.0,0.0,38684.0,14.637257062106803,20
158.0,78,25.0,Rhodotorula mucilaginosa,6.0,0.0,32998.0,17.237308465316506,23
158.0,78,30.0,Rhodotorula mucilaginosa,48.0,0.0,20740.0,14.326123128576988,20
158.0,79,0.0,Rhodotorula mucilaginosa,36.0,42.0,37498.0,12.37395271349733,20
158.0,79,5.0,Rhodotorula mucilaginosa,30.0,36.0,52747.0,13.208571144739969,20
158.0,79,10.0,Rhodotorula mucilaginosa,36.0,0.0,43645.0,11.995867872240218,20
158.0,79,15.0,Rhodotorula mucilaginosa,30.0,6.0,44266.0,11.482062767033169,19
158.0,79,20.0,Rhodotorula mucilaginosa,36.0,6.0,37822.0,10.829111336996116,19
158.0,79,25.0,Rhodotorula mucilaginosa,36.0,0.0,35572.0,15.945235517983797,20
158.0,79,30.0,Rhodotorula mucilaginosa,42.0,0.0,20953.0,17.001530930083344,20
159.0,59,0.0,Rhodotorula mucilaginosa,30.0,42.0,35326.0,10.6717153049017,20
159.0,59,5.0,Rhodotorula mucilaginosa,36.0,42.0,34440.0,12.203345936597117,20
159.0,59,10.0,Rhodotorula mucilaginosa,30.0,0.0,37617.0,10.927512180540049,20
159.0,59,15.0,Rhodotorula mucilaginosa,30.0,0.0,35680.0,10.982785438021818,20
159.0,59,20.0,Rhodotorula mucilaginosa,36.0,0.0,31901.0,16.73914611153859,24
159.0,59,25.0,Rhodotorula mucilaginosa,36.0,6.0,28689.0,15.499629764138584,19
159.0,59,30.0,Rhodotorula mucilaginosa,36.0,0.0,25132.0,17.183733302089028,44
159.0,73,0.0,Rhodotorula mucilaginosa,36.0,60.0,36333.0,9.92738502947828,20
159.0,73,5.0,Rhodotorula mucilaginosa,36.0,36.0,36251.0,14.452870215688923,20
159.0,73,10.0,Rhodotorula mucilaginosa,36.0,48.0,34204.0,13.396220741691078,20
159.0,73,15.0,Rhodotorula mucilaginosa,36.0,0.0,35346.0,12.376982386745771,20
159.0,73,20.0,Rhodotorula mucilaginosa,30.0,6.0,34604.0,11.062838329763968,19
159.0,73,25.0,Rhodotorula mucilaginosa,30.0,0.0,31764.0,17.64249739299367,23
159.0,73,30.0,Rhodotorula mucilaginosa,24.0,0.0,31519.0,17.257676835907404,26
159.0,77,0.0,Rhodotorula mucilaginosa,30.0,42.0,40331.0,11.054708922498447,20
159.0,77,5.0,Rhodotorula mucilaginosa,24.0,36.0,49350.0,12.878712766979968,20
159.0,77,10.0,Rhodotorula mucilaginosa,24.0,0.0,45207.0,12.917385590949149,20
159.0,77,15.0,Rhodotorula mucilaginosa,24.0,0.0,47402.0,12.490185628462497,20
159.0,77,20.0,Rhodotorula mucilaginosa,36.0,0.0,35285.0,14.176280758741289,20
159.0,77,25.0,Rhodotorula mucilaginosa,24.0,0.0,42000.0,16.523639665789574,20
159.0,77,30.0,Rhodotorula mucilaginosa,30.0,0.0,30233.0,17.0042278202285,23
159.0,79,0.0,Rhodotorula mucilaginosa,36.0,48.0,32973.0,10.737494432317126,20
159.0,79,5.0,Rhodotorula mucilaginosa,30.0,42.0,42283.0,13.574854342979584,21
159.0,79,10.0,Rhodotorula mucilaginosa,30.0,0.0,42063.0,11.448002122086784,19
159.0,79,15.0,Rhodotorula mucilaginosa,30.0,0.0,39312.0,11.49775559510172,20
159.0,79,20.0,Rhodotorula mucilaginosa,30.0,0.0,43952.0,15.137932532512696,20
159.0,79,25.0,Rhodotorula mucilaginosa,24.0,0.0,41869.0,17.42461711571579,21
159.0,79,30.0,Rhodotorula mucilaginosa,12.0,0.0,45430.0,16.087452363349477,20
161.0,18,0.0,Rhodotorula mucilaginosa,36.0,36.0,40053.0,12.579202969564133,20
161.0,18,5.0,Rhodotorula mucilaginosa,36.0,30.0,55740.0,13.027505865497124,20
161.0,18,10.0,Rhodotorula mucilaginosa,36.0,0.0,48310.0,13.129853087752547,20
161.0,18,15.0,Rhodotorula mucilaginosa,30.0,0.0,44982.0,12.104424705802415,20
161.0,18,20.0,Rhodotorula mucilaginosa,36.0,0.0,37146.0,16.864546474788426,22
