strain_id,well,cu,species,t_capture_h,t_onset_h,max_area,max_chroma,n_tp
38.0,79,25.0,Rhodotorula mucilaginosa,0.0,0.0,28585.0,17.11924106880433,23
38.0,79,30.0,Rhodotorula mucilaginosa,36.0,0.0,16815.0,17.29551735223411,36
39.0,37,0.0,Rhodotorula mucilaginosa,27.0,45.0,41480.0,11.867373328547725,20
39.0,37,5.0,Rhodotorula mucilaginosa,21.0,39.0,51168.0,15.231578967084811,20
39.0,37,10.0,Rhodotorula mucilaginosa,21.0,51.0,47238.0,10.799804228272984,20
39.0,37,15.0,Rhodotorula mucilaginosa,21.0,0.0,40200.0,8.154213230361309,20
39.0,37,20.0,Rhodotorula mucilaginosa,15.0,0.0,35914.0,15.798633493459974,19
39.0,37,25.0,Rhodotorula mucilaginosa,21.0,0.0,25025.0,17.09295301244831,35
39.0,37,30.0,Rhodotorula mucilaginosa,6.0,0.0,15902.0,16.991726333097425,23
39.0,45,0.0,Rhodotorula mucilaginosa,39.0,45.0,39693.5,11.535233441020548,40
39.0,45,5.0,Rhodotorula mucilaginosa,33.0,45.0,47209.0,14.053907770852607,40
39.0,45,10.0,Rhodotorula mucilaginosa,33.0,0.0,43006.0,10.966071424826428,40
39.0,45,15.0,Rhodotorula mucilaginosa,33.0,0.0,40269.5,16.38996473796884,46
39.0,45,20.0,Rhodotorula mucilaginosa,33.0,0.0,35504.5,17.2691100165136,52
39.0,45,25.0,Rhodotorula mucilaginosa,27.0,0.0,26038.0,17.26144639307923,71
39.0,45,30.0,Rhodotorula mucilaginosa,36.0,0.0,16564.5,17.093059027773954,52
39.0,84,0.0,Rhodotorula mucilaginosa,39.0,51.0,29121.0,12.657109445521604,20
39.0,84,5.0,Rhodotorula mucilaginosa,39.0,45.0,45019.0,13.04578907148376,20
39.0,84,10.0,Rhodotorula mucilaginosa,45.0,0.0,36002.0,9.8876072648232,20
39.0,84,15.0,Rhodotorula mucilaginosa,39.0,0.0,28263.0,13.161293767113886,20
39.0,84,20.0,Rhodotorula mucilaginosa,45.0,0.0,17456.0,17.16987698632807,24
39.0,84,25.0,Rhodotorula mucilaginosa,0.0,0.0,14477.0,17.145254818530407,32
39.0,84,30.0,Rhodotorula mucilaginosa,9.0,0.0,692.0,17.19750759665391,26
40.0,18,0.0,Rhodotorula mucilaginosa,39.0,99.0,67419.0,7.670063123800138,20
40.0,18,5.0,Rhodotorula mucilaginosa,39.0,45.0,50614.0,11.848598106875558,20
40.0,18,10.0,Rhodotorula mucilaginosa,39.0,0.0,43959.0,12.636308658633428,20
40.0,18,15.0,Rhodotorula mucilaginosa,39.0,3.0,34054.0,12.32479463792266,19
40.0,18,20.0,Rhodotorula mucilaginosa,33.0,0.0,28329.0,16.533276090568002,20
40.0,18,25.0,Rhodotorula mucilaginosa,33.0,0.0,23435.0,17.411918913653118,42
40.0,18,30.0,Rhodotorula mucilaginosa,39.0,0.0,14214.0,17.246961459028718,50
40.0,46,0.0,Rhodotorula mucilaginosa,33.0,45.0,37026.0,10.86022571574486,20
40.0,46,5.0,Rhodotorula mucilaginosa,33.0,39.0,50101.0,15.04089350075379,20
40.0,46,10.0,Rhodotorula mucilaginosa,33.0,0.0,46339.0,12.701212618214258,20
40.0,46,15.0,Rhodotorula mucilaginosa,27.0,0.0,44963.0,16.83424432882809,31
40.0,46,20.0,Rhodotorula mucilaginosa,33.0,0.0,38806.0,17.359864259861848,29
40.0,46,25.0,Rhodotorula mucilaginosa,21.0,0.0,33331.0,17.610360763138562,43
40.0,46,30.0,Rhodotorula mucilaginosa,39.0,0.0,19033.0,17.106196719391185,36
40.0,50,0.0,Rhodotorula mucilaginosa,27.0,33.0,46255.0,12.443344633763369,20
40.0,50,5.0,Rhodotorula mucilaginosa,21.0,33.0,63348.0,15.44776920093512,20
40.0,50,10.0,Rhodotorula mucilaginosa,15.0,39.0,66785.0,13.480513684681757,20
40.0,50,15.0,Rhodotorula mucilaginosa,9.0,0.0,57298.0,12.208657161826006,20
40.0,50,20.0,Rhodotorula mucilaginosa,9.0,0.0,53169.0,17.29380302362344,26
40.0,50,25.0,Rhodotorula mucilaginosa,0.0,0.0,38578.0,16.539989470497332,21
40.0,50,30.0,Rhodotorula mucilaginosa,6.0,0.0,25559.0,16.89117472602201,24
40.0,90,0.0,Rhodotorula mucilaginosa,39.0,33.0,35682.0,14.358537454592565,20
40.0,90,5.0,Rhodotorula mucilaginosa,39.0,39.0,46859.0,12.2802327307355,20
40.0,90,10.0,Rhodotorula mucilaginosa,39.0,0.0,41530.0,10.82408546310791,20
40.0,90,15.0,Rhodotorula mucilaginosa,45.0,0.0,29067.0,15.518521565632916,21
40.0,90,20.0,Rhodotorula mucilaginosa,0.0,0.0,149406.0,16.67767284583188,20
40.0,90,25.0,Rhodotorula mucilaginosa,15.0,0.0,14878.0,17.223236251077942,43
40.0,90,30.0,Rhodotorula mucilaginosa,0.0,0.0,13516.0,17.03249472258245,25
41.0,12,0.0,Rhodotorula mucilaginosa,33.0,45.0,37742.0,11.647082827051028,20
41.0,12,5.0,Rhodotorula mucilaginosa,33.0,33.0,52868.0,12.521928184835202,20
41.0,12,10.0,Rhodotorula mucilaginosa,39.0,0.0,44812.0,12.67840619821378,20
41.0,12,15.0,Rhodotorula mucilaginosa,51.0,0.0,33807.0,12.494018880291694,20
41.0,12,20.0,Rhodotorula mucilaginosa,45.0,0.0,32016.0,16.24192153568679,32
41.0,12,25.0,Rhodotorula mucilaginosa,39.0,0.0,30066.0,17.269558048286825,41
41.0,12,30.0,Rhodotorula mucilaginosa,36.0,0.0,25817.0,17.19532753056371,23
41.0,33,0.0,Rhodotorula mucilaginosa,45.0,57.0,32557.0,11.38518308304118,20
41.0,33,5.0,Rhodotorula mucilaginosa,45.0,45.0,43394.0,11.274436501804509,20
41.0,33,10.0,Rhodotorula mucilaginosa,45.0,0.0,37833.0,12.202832608925611,21
41.0,33,15.0,Rhodotorula mucilaginosa,45.0,0.0,33466.0,16.29263167381371,21
41.0,33,20.0,Rhodotorula mucilaginosa,45.0,0.0,29247.0,17.25623339516109,23
41.0,33,25.0,Rhodotorula mucilaginosa,45.0,0.0,26462.0,17.713405788368703,51
41.0,33,30.0,Rhodotorula mucilaginosa,45.0,0.0,17518.0,17.437982119213967,34
41.0,43,0.0,Rhodotorula mucilaginosa,27.0,33.0,45005.0,13.38077667707196,20
41.0,43,5.0,Rhodotorula mucilaginosa,27.0,39.0,55499.0,14.322148804140706,20
41.0,43,10.0,Rhodotorula mucilaginosa,21.0,0.0,51686.0,11.283700078935826,20
41.0,43,15.0,Rhodotorula mucilaginosa,21.0,0.0,45338.0,10.1413076505211,20
41.0,43,20.0,Rhodotorula mucilaginosa,15.0,0.0,35079.0,17.279136444993963,25
41.0,43,25.0,Rhodotorula mucilaginosa,15.0,0.0,27422.0,17.023540164457604,21
41.0,43,30.0,Rhodotorula mucilaginosa,18.0,6.0,13081.0,16.151507406846996,20
41.0,47,0.0,Rhodotorula mucilaginosa,45.0,51.0,27460.0,10.99791914410678,20
41.0,47,5.0,Rhodotorula mucilaginosa,27.0,45.0,50418.0,14.044560141250864,20
41.0,47,10.0,Rhodotorula mucilaginosa,33.0,0.0,42336.0,10.876048572094724,20
41.0,47,15.0,Rhodotorula mucilaginosa,27.0,0.0,38117.0,16.669303734926082,23
41.0,47,20.0,Rhodotorula mucilaginosa,33.0,0.0,29501.0,17.33667136157425,24
41.0,47,25.0,Rhodotorula mucilaginosa,27.0,0.0,21434.0,17.398020827382776,36
41.0,47,30.0,Rhodotorula mucilaginosa,9.0,0.0,41610.0,17.185061544566803,38
42.0,27,0.0,Rhodotorula mucilaginosa,45.0,75.0,42404.0,9.260628146719393,20
42.0,27,5.0,Rhodotorula mucilaginosa,39.0,57.0,32248.0,11.42984855294638,20
42.0,27,10.0,Rhodotorula mucilaginosa,0.0,0.0,2560.0,8.825848030113804,13
42.0,27,15.0,Rhodotorula mucilaginosa,0.0,0.0,1352.0,15.938820257937417,22
42.0,27,20.0,Rhodotorula mucilaginosa,0.0,0.0,2030.0,16.389893168792884,8
42.0,27,25.0,Rhodotorula mucilaginosa,9.0,0.0,1370.0,17.416358320105328,17
42.0,27,30.0,Rhodotorula mucilaginosa,0.0,0.0,1791.0,17.149448237564464,19
42.0,48,0.0,Rhodotorula mucilaginosa,45.0,,28083.0,6.003163279316456,20
42.0,48,5.0,Rhodotorula mucilaginosa,39.0,45.0,41827.0,10.876849598840543,19
42.0,48,10.0,Rhodotorula mucilaginosa,39.0,0.0,38893.0,11.382982111450914,19
42.0,48,15.0,Rhodotorula mucilaginosa,39.0,0.0,36884.0,16.650846991390235,25
42.0,48,20.0,Rhodotorula mucilaginosa,39.0,0.0,40786.0,17.577122145596803,22
42.0,48,25.0,Rhodotorula mucilaginosa,9.0,0.0,2454265.0,17.368435731408127,30
42.0,48,30.0,Rhodotorula mucilaginosa,33.0,0.0,32267.0,17.168276628842783,35
42.0,63,0.0,Rhodotorula mucilaginosa,0.0,,569.0,2.5264678421776097,20
42.0,63,15.0,Rhodotorula mucilaginosa,0.0,0.0,538.0,16.687206669099087,10
42.0,63,20.0,Rhodotorula mucilaginosa,9.0,0.0,1988.0,17.553998672277075,6
42.0,63,25.0,Rhodotorula mucilaginosa,0.0,0.0,63.5,17.31690996866876,28
42.0,63,30.0,Rhodotorula mucilaginosa,6.0,0.0,971.5,17.256832410118463,27
42.0,80,0.0,Rhodotorula mucilaginosa,39.0,,28534.0,5.938172110516336,20
42.0,80,5.0,Rhodotorula mucilaginosa,39.0,51.0,36263.0,10.972983964986415,19
42.0,80,10.0,Rhodotorula mucilaginosa,39.0,0.0,34219.0,9.871445975617718,19
42.0,80,15.0,Rhodotorula mucilaginosa,33.0,3.0,34131.0,9.500001299339967,19
42.0,80,20.0,Rhodotorula mucilaginosa,45.0,0.0,31150.0,17.391877378162448,21
42.0,80,25.0,Rhodotorula mucilaginosa,33.0,0.0,31678.0,17.22039701498883,27
42.0,80,30.0,Rhodotorula mucilaginosa,36.0,0.0,30316.0,17.124172795420222,24
43.0,39,0.0,Rhodotorula toruloides,39.0,,31466.0,6.156500935257188,20
43.0,39,5.0,Rhodotorula toruloides,27.0,51.0,40474.0,11.303600681158644,20
43.0,39,10.0,Rhodotorula toruloides,27.0,,40072.0,6.726623738414602,20
43.0,39,15.0,Rhodotorula toruloides,21.0,0.0,40630.0,8.986620996232595,21
43.0,39,20.0,Rhodotorula toruloides,33.0,0.0,34666.0,17.328620073847503,30
43.0,39,25.0,Rhodotorula toruloides,27.0,0.0,33463.0,17.394360145192675,25
43.0,39,30.0,Rhodotorula toruloides,30.0,0.0,21882.0,17.028043033911295,22
43.0,49,0.0,Rhodotorula toruloides,51.0,,22776.0,5.919844150493411,21
43.0,49,5.0,Rhodotorula toruloides,51.0,81.0,24466.0,10.10146473798712,20
43.0,49,10.0,Rhodotorula toruloides,63.0,0.0,17286.0,8.030141622278162,19
43.0,49,15.0,Rhodotorula toruloides,0.0,0.0,260983.5,12.875458765074352,17
43.0,49,20.0,Rhodotorula toruloides,57.0,0.0,16248.0,15.89323507788486,19
43.0,49,25.0,Rhodotorula toruloides,0.0,0.0,434.0,17.157888755636357,12
43.0,49,30.0,Rhodotorula toruloides,81.0,0.0,2757.0,17.183644339181697,28
43.0,86,0.0,Rhodotorula toruloides,0.0,,2094.0,1.6007078081403296,21
43.0,86,5.0,Rhodotorula toruloides,0.0,,1926.5,5.145458629767694,6
43.0,86,10.0,Rhodotorula toruloides,0.0,0.0,1670.0,8.613065052831336,20
43.0,86,15.0,Rhodotorula toruloides,0.0,0.0,2147.5,11.863379391898288,20
43.0,86,20.0,Rhodotorula toruloides,9.0,0.0,2535.0,17.365936954458462,21
43.0,86,25.0,Rhodotorula toruloides,9.0,0.0,1845.0,17.28011419031926,30
43.0,86,30.0,Rhodotorula toruloides,9.0,0.0,2822.0,17.0020337455791,15
43.0,92,0.0,Rhodotorula toruloides,45.0,51.0,26764.0,10.82071905546062,20
43.0,92,5.0,Rhodotorula toruloides,45.0,45.0,33000.0,12.330289237059937,20
43.0,92,10.0,Rhodotorula toruloides,45.0,0.0,32516.0,11.084309155832475,20
43.0,92,15.0,Rhodotorula toruloides,39.0,0.0,32890.0,14.927257143307424,21
43.0,92,20.0,Rhodotorula toruloides,0.0,0.0,26293.0,16.27838364117333,20
43.0,92,25.0,Rhodotorula toruloides,45.0,0.0,26102.0,16.670128482123697,21
43.0,92,30.0,Rhodotorula toruloides,36.0,0.0,25040.0,16.9446913577115,24
44.0,39,0.0,Rhodotorula diobovata,45.0,81.0,32718.0,8.707868765286973,20
44.0,39,5.0,Rhodotorula diobovata,39.0,51.0,50435.0,10.110842101570103,20
44.0,39,10.0,Rhodotorula diobovata,39.0,0.0,45144.0,9.890081620544931,20
44.0,39,15.0,Rhodotorula diobovata,39.0,0.0,46839.0,12.346247233682508,20
44.0,39,20.0,Rhodotorula diobovata,45.0,0.0,34437.0,16.588411705548268,22
44.0,39,25.0,Rhodotorula diobovata,33.0,0.0,34441.0,17.3939255141088,50
44.0,39,30.0,Rhodotorula diobovata,42.0,0.0,25839.0,17.34045691851747,29
44.0,50,0.0,Rhodotorula diobovata,51.0,69.0,24702.0,9.896118248003347,20
44.0,50,5.0,Rhodotorula diobovata,39.0,63.0,29354.0,13.471734404683794,20
44.0,50,10.0,Rhodotorula diobovata,57.0,0.0,11560.0,9.210115752519899,20
44.0,50,15.0,Rhodotorula diobovata,0.0,0.0,81153.5,13.358618879807402,20
44.0,50,25.0,Rhodotorula diobovata,0.0,0.0,162.0,17.228243224520636,23
44.0,50,30.0,Rhodotorula diobovata,0.0,0.0,46.0,17.223215429329475,18
44.0,63,0.0,Rhodotorula diobovata,39.0,75.0,30446.0,9.611386504473328,20
44.0,63,5.0,Rhodotorula diobovata,21.0,39.0,41735.0,13.120936022250875,20
44.0,63,10.0,Rhodotorula diobovata,21.0,0.0,29435.0,10.36148628841969,20
44.0,63,15.0,Rhodotorula diobovata,9.0,0.0,15438.0,10.74160243773878,20
44.0,63,20.0,Rhodotorula diobovata,0.0,0.0,8354.0,16.32911674803774,19
44.0,63,25.0,Rhodotorula diobovata,9.0,0.0,3534.0,17.166424186094094,29
44.0,63,30.0,Rhodotorula diobovata,6.0,0.0,632.0,17.153061334422713,44
44.0,81,0.0,Rhodotorula diobovata,45.0,69.0,28398.0,10.238424666358291,19
44.0,81,5.0,Rhodotorula diobovata,0.0,39.0,45225.0,12.304122963777075,20
44.0,81,10.0,Rhodotorula diobovata,9.0,0.0,39684.0,11.895294222056004,21
44.0,81,15.0,Rhodotorula diobovata,39.0,0.0,37523.0,16.06443810271435,32
44.0,81,20.0,Rhodotorula diobovata,39.0,0.0,32304.0,16.995728454896266,22
44.0,81,25.0,Rhodotorula diobovata,39.0,0.0,30296.0,17.58663298843315,35
44.0,81,30.0,Rhodotorula diobovata,27.0,0.0,26511.0,17.341914119532774,39
45.0,4,0.0,Rhodotorula mucilaginosa,39.0,69.0,45268.0,9.132193831385017,19
45.0,4,5.0,Rhodotorula mucilaginosa,39.0,45.0,44778.0,12.296452575516058,19
45.0,4,10.0,Rhodotorula mucilaginosa,45.0,9.0,42262.0,10.495180947856694,18
45.0,4,15.0,Rhodotorula mucilaginosa,45.0,15.0,35275.0,8.953386104814882,17
45.0,4,20.0,Rhodotorula mucilaginosa,39.0,0.0,33995.0,17.397872499472818,26
45.0,4,25.0,Rhodotorula mucilaginosa,0.0,0.0,21385.0,17.29558620831374,22
45.0,4,30.0,Rhodotorula mucilaginosa,48.0,0.0,9624.0,17.423212114004187,21
45.0,13,0.0,Rhodotorula mucilaginosa,0.0,,1369.0,2.7281254672196646,20
45.0,13,5.0,Rhodotorula mucilaginosa,0.0,,1271.0,5.588215856967541,6
45.0,13,15.0,Rhodotorula mucilaginosa,0.0,0.0,1885.0,13.215455893417442,9
45.0,13,20.0,Rhodotorula mucilaginosa,0.0,0.0,1066.0,17.24444112430792,8
45.0,13,25.0,Rhodotorula mucilaginosa,0.0,0.0,923.0,17.348114848750356,20
45.0,13,30.0,Rhodotorula mucilaginosa,0.0,0.0,2100.0,17.092778243804187,8
45.0,51,0.0,Rhodotorula mucilaginosa,33.0,51.0,39604.0,9.831428005272851,20
45.0,51,5.0,Rhodotorula mucilaginosa,33.0,45.0,50381.0,13.413336863798056,20
45.0,51,10.0,Rhodotorula mucilaginosa,33.0,0.0,48087.0,10.861504971692842,20
45.0,51,15.0,Rhodotorula mucilaginosa,33.0,0.0,44594.0,15.95559342782004,21
45.0,51,20.0,Rhodotorula mucilaginosa,33.0,0.0,38545.0,17.21013861357746,23
45.0,51,25.0,Rhodotorula mucilaginosa,39.0,0.0,27365.0,17.022487084087025,33
45.0,51,30.0,Rhodotorula mucilaginosa,15.0,0.0,11788.0,17.085453171722204,55
45.0,77,0.0,Rhodotorula mucilaginosa,33.0,39.0,30582.0,13.313418095026757,20
45.0,77,5.0,Rhodotorula mucilaginosa,33.0,39.0,39419.0,14.185496882307753,20
45.0,77,10.0,Rhodotorula mucilaginosa,33.0,0.0,35768.0,11.948060918643495,20
45.0,77,15.0,Rhodotorula mucilaginosa,27.0,0.0,36776.0,15.110964102933767,21
45.0,77,20.0,Rhodotorula mucilaginosa,27.0,0.0,31481.0,15.474795404396712,20
45.0,77,25.0,Rhodotorula mucilaginosa,27.0,0.0,21868.0,17.08427739932031,21
45.0,77,30.0,Rhodotorula mucilaginosa,6.0,0.0,12524.0,17.15470250811627,30
46.0,22,0.0,Rhodotorula paludigena,45.0,75.0,33778.0,9.111439964676416,20
46.0,22,5.0,Rhodotorula paludigena,39.0,57.0,45157.0,9.908021555916887,20
46.0,22,10.0,Rhodotorula paludigena,45.0,0.0,38943.0,9.147260333021128,20
46.0,22,15.0,Rhodotorula paludigena,39.0,0.0,35782.0,12.69484534296625,20
46.0,22,20.0,Rhodotorula paludigena,51.0,0.0,26437.0,17.565452946191318,25
46.0,22,25.0,Rhodotorula paludigena,39.0,0.0,31693.0,17.508341838406782,38
46.0,22,30.0,Rhodotorula paludigena,33.0,15.0,36846.0,17.29273926522368,26
46.0,30,0.0,Rhodotorula paludigena,33.0,57.0,54642.0,9.910368120969451,20
46.0,30,5.0,Rhodotorula paludigena,33.0,39.0,55183.0,13.746876396184463,20
46.0,30,10.0,Rhodotorula paludigena,33.0,0.0,53185.0,13.11017845094024,20
46.0,30,15.0,Rhodotorula paludigena,27.0,0.0,54540.0,15.50777162779283,21
46.0,30,20.0,Rhodotorula paludigena,21.0,0.0,34996.0,15.427696301170293,20
46.0,30,25.0,Rhodotorula paludigena,15.0,0.0,20821.0,17.446350569990308,29
46.0,30,30.0,Rhodotorula paludigena,6.0,0.0,14470.0,17.268287670235125,40
46.0,52,25.0,Rhodotorula paludigena,0.0,0.0,132.0,17.048132824525638,14
46.0,52,30.0,Rhodotorula paludigena,0.0,0.0,701.5,17.03979251253137,18
46.0,89,0.0,Rhodotorula paludigena,45.0,87.0,22501.0,8.20897964499207,16
46.0,89,5.0,Rhodotorula paludigena,51.0,51.0,20588.0,10.52310046449912,16
46.0,89,10.0,Rhodotorula paludigena,51.0,3.0,17302.0,8.113785867695386,17
46.0,89,15.0,Rhodotorula paludigena,51.0,0.0,16844.0,12.150934385083229,16
46.0,89,20.0,Rhodotorula paludigena,51.0,0.0,14321.0,17.271039441742914,26
46.0,89,25.0,Rhodotorula paludigena,63.0,0.0,6820.0,17.081367231799597,32
46.0,89,30.0,Rhodotorula paludigena,78.0,0.0,2485.0,17.041931906033497,23
47.0,7,20.0,Rhodotorula mucilaginosa,9.0,0.0,7038.5,17.34230952402573,12
47.0,7,25.0,Rhodotorula mucilaginosa,9.0,0.0,2077.5,17.526340893963255,16
47.0,7,30.0,Rhodotorula mucilaginosa,9.0,0.0,116070.0,17.41782901548739,31
47.0,46,0.0,Rhodotorula mucilaginosa,27.0,39.0,50045.0,12.526397891995456,20
47.0,46,5.0,Rhodotorula mucilaginosa,27.0,39.0,62375.0,14.224115946892615,20
47.0,46,10.0,Rhodotorula mucilaginosa,27.0,0.0,58163.0,12.897947543522552,20
47.0,46,15.0,Rhodotorula mucilaginosa,27.0,0.0,52925.0,12.478390881335512,20
47.0,46,20.0,Rhodotorula mucilaginosa,27.0,0.0,47791.0,17.362849785914698,32
47.0,46,25.0,Rhodotorula mucilaginosa,21.0,0.0,35993.0,17.06072459647784,31
47.0,46,30.0,Rhodotorula mucilaginosa,30.0,0.0,20333.0,17.15674993296522,34
47.0,53,0.0,Rhodotorula mucilaginosa,39.0,45.0,37673.0,11.753735358806829,20
47.0,53,5.0,Rhodotorula mucilaginosa,39.0,45.0,48485.0,15.079774350649188,20
47.0,53,10.0,Rhodotorula mucilaginosa,39.0,0.0,44520.0,12.152315330021873,20
47.0,53,15.0,Rhodotorula mucilaginosa,33.0,0.0,43696.0,12.407637280061756,20
47.0,53,20.0,Rhodotorula mucilaginosa,33.0,0.0,40307.0,17.20263942017872,33
47.0,53,25.0,Rhodotorula mucilaginosa,27.0,0.0,30417.0,16.890840465071296,30
47.0,53,30.0,Rhodotorula mucilaginosa,51.0,0.0,12285.0,17.140677976677818,31
47.0,67,0.0,Rhodotorula mucilaginosa,51.0,93.0,20734.0,8.327286439855065,20
47.0,67,5.0,Rhodotorula mucilaginosa,57.0,75.0,17001.0,11.44326586898212,20
47.0,67,10.0,Rhodotorula mucilaginosa,0.0,0.0,6144.0,7.945656506394563,20
47.0,67,15.0,Rhodotorula mucilaginosa,0.0,0.0,1369.0,10.945231108735282,20
47.0,67,25.0,Rhodotorula mucilaginosa,9.0,0.0,1386.0,17.003398237110144,6
47.0,67,30.0,Rhodotorula mucilaginosa,6.0,0.0,1380.0,17.212324758358413,28
48.0,17,0.0,Rhodotorula mucilaginosa,39.0,57.0,33723.0,10.968988751023891,19
48.0,17,5.0,Rhodotorula mucilaginosa,0.0,0.0,58048.0,12.895156792826375,19
48.0,17,10.0,Rhodotorula mucilaginosa,39.0,0.0,38366.0,12.208219800201684,21
48.0,17,15.0,Rhodotorula mucilaginosa,39.0,3.0,33669.0,11.239093021886932,19
48.0,17,20.0,Rhodotorula mucilaginosa,33.0,0.0,34765.0,17.14208594334602,21
48.0,17,25.0,Rhodotorula mucilaginosa,33.0,0.0,31911.0,17.871266012614097,39
48.0,17,30.0,Rhodotorula mucilaginosa,33.0,0.0,24041.0,17.606363456386788,33
48.0,52,0.0,Rhodotorula mucilaginosa,39.0,75.0,42910.0,9.757648047414271,20
48.0,52,5.0,Rhodotorula mucilaginosa,39.0,57.0,31049.0,11.825746918932657,20
48.0,52,10.0,Rhodotorula mucilaginosa,0.0,0.0,6572.0,9.053743448698476,21
48.0,52,15.0,Rhodotorula mucilaginosa,0.0,0.0,1427.0,16.01311383461872,22
48.0,52,20.0,Rhodotorula mucilaginosa,0.0,0.0,3237.0,13.911072861581514,19
48.0,52,25.0,Rhodotorula mucilaginosa,0.0,0.0,2802.0,15.877365810660336,21
48.0,52,30.0,Rhodotorula mucilaginosa,6.0,0.0,5301.5,17.067048653772638,26
48.0,55,0.0,Rhodotorula mucilaginosa,45.0,45.0,23609.0,12.715315949368325,20
48.0,55,5.0,Rhodotorula mucilaginosa,27.0,39.0,47601.0,13.907324361251682,20
48.0,55,10.0,Rhodotorula mucilaginosa,39.0,0.0,33458.0,9.490738590985575,20
48.0,55,15.0,Rhodotorula mucilaginosa,27.0,0.0,32966.0,16.771334119709756,32
48.0,55,20.0,Rhodotorula mucilaginosa,45.0,0.0,18310.0,17.52970976894106,20
48.0,55,25.0,Rhodotorula mucilaginosa,9.0,0.0,12127.0,17.338890470714087,33
48.0,55,30.0,Rhodotorula mucilaginosa,51.0,0.0,2073.0,17.096792977551736,40
48.0,84,0.0,Rhodotorula mucilaginosa,21.0,27.0,44290.0,15.206907257552665,20
48.0,84,5.0,Rhodotorula mucilaginosa,33.0,33.0,44768.0,13.534969098231056,20
48.0,84,10.0,Rhodotorula mucilaginosa,27.0,0.0,44732.0,10.507303739620884,20
48.0,84,15.0,Rhodotorula mucilaginosa,21.0,0.0,34475.0,9.049617134526049,20
48.0,84,20.0,Rhodotorula mucilaginosa,15.0,9.0,26788.0,9.810793560290511,18
48.0,84,25.0,Rhodotorula mucilaginosa,15.0,0.0,20118.0,17.157224553927612,27
48.0,84,30.0,Rhodotorula mucilaginosa,0.0,0.0,6198.0,16.963040910120096,23
49.0,55,0.0,Rhodotorula mucilaginosa,45.0,63.0,28565.0,10.025048746001255,20
49.0,55,5.0,Rhodotorula mucilaginosa,33.0,39.0,50185.0,14.110252002818532,20
49.0,55,10.0,Rhodotorula mucilaginosa,39.0,0.0,40111.0,12.274960584424996,20
49.0,55,15.0,Rhodotorula mucilaginosa,39.0,0.0,42340.0,16.73481674146297,23
49.0,55,20.0,Rhodotorula mucilaginosa,51.0,0.0,27777.0,18.0179997346772,27
49.0,55,25.0,Rhodotorula mucilaginosa,33.0,0.0,23516.0,17.727323253666533,39
49.0,55,30.0,Rhodotorula mucilaginosa,42.0,0.0,10088.0,17.232150325789643,43
49.0,56,0.0,Rhodotorula mucilaginosa,45.0,45.0,24275.0,13.31877928894345,20
49.0,56,5.0,Rhodotorula mucilaginosa,0.0,45.0,31581.0,14.514751584861305,20
49.0,56,10.0,Rhodotorula mucilaginosa,0.0,0.0,53980.0,11.85364211363099,19
49.0,56,15.0,Rhodotorula mucilaginosa,33.0,0.0,27952.0,16.691546590860092,21
49.0,56,20.0,Rhodotorula mucilaginosa,39.0,0.0,22066.0,17.34090061000143,37
49.0,56,25.0,Rhodotorula mucilaginosa,9.0,0.0,15906.0,17.41828324906703,34
49.0,56,30.0,Rhodotorula mucilaginosa,9.0,0.0,1142277.0,17.161103764778492,32
49.0,67,0.0,Rhodotorula mucilaginosa,27.0,21.0,41007.0,19.538274968975564,20
49.0,67,5.0,Rhodotorula mucilaginosa,33.0,39.0,47526.0,12.522777849178391,20
49.0,67,10.0,Rhodotorula mucilaginosa,33.0,0.0,40922.0,9.134986968781083,20
49.0,67,15.0,Rhodotorula mucilaginosa,27.0,0.0,27393.0,9.455076912013237,20
49.0,67,20.0,Rhodotorula mucilaginosa,27.0,0.0,20242.0,16.697302939752703,19
49.0,67,25.0,Rhodotorula mucilaginosa,33.0,0.0,14057.0,16.938489281558613,31
49.0,67,30.0,Rhodotorula mucilaginosa,6.0,0.0,6180.0,17.040677851692436,41
49.0,73,0.0,Rhodotorula mucilaginosa,33.0,33.0,34804.0,13.806044905967052,20
49.0,73,5.0,Rhodotorula mucilaginosa,33.0,33.0,38567.0,15.094073061710036,19
49.0,73,10.0,Rhodotorula mucilaginosa,33.0,0.0,35412.0,11.929583190933007,18
49.0,73,15.0,Rhodotorula mucilaginosa,9.0,0.0,31806.0,16.469147155465492,23
49.0,73,20.0,Rhodotorula mucilaginosa,33.0,0.0,25741.0,17.400745438647988,26
49.0,73,25.0,Rhodotorula mucilaginosa,33.0,0.0,19007.0,17.44291398311617,42
49.0,73,30.0,Rhodotorula mucilaginosa,9.0,0.0,11200.0,17.62257422630494,43
50.0,4,0.0,Rhodotorula mucilaginosa,33.0,63.0,45655.0,9.525293573908224,20
50.0,4,5.0,Rhodotorula mucilaginosa,33.0,45.0,49639.0,12.705217360618215,20
50.0,4,10.0,Rhodotorula mucilaginosa,39.0,0.0,43035.0,11.568062632105098,20
50.0,4,15.0,Rhodotorula mucilaginosa,39.0,0.0,43875.0,9.863614194798476,20
50.0,4,20.0,Rhodotorula mucilaginosa,39.0,0.0,28929.0,16.175879989100807,25
50.0,4,25.0,Rhodotorula mucilaginosa,39.0,0.0,19018.0,17.009729658136767,29
50.0,4,30.0,Rhodotorula mucilaginosa,0.0,0.0,11287.0,16.587017447804126,20
