strain_id,species,n_cu,slope_logchroma_per_mM,intercept_logchroma,r2,environment,origin
247.0,Rhodotorula toruloides,23,-0.042402206104093475,2.249364756511329,0.6594472974869835,soil,Italy
248.0,Rhodotorula sp. clade XIII,25,-0.03693814294756732,1.6876682023702823,0.572533730659061,soil,Italy
250.0,Rhodotorula paludigena,18,-0.017360046943068124,2.2014355225214346,0.6227880553641306,marsh_tidalflat,Italy
253.0,Rhodotorula mucilaginosa,28,-0.017044901480353123,2.598791588286473,0.7055276731972576,soil,Italy
254.0,Rhodotorula mucilaginosa,28,-0.04716284669570686,2.8171861623049343,0.9019741489468494,soil,Italy
255.0,Rhodotorula mucilaginosa,18,-0.03369259117922281,2.511609767338652,0.7599223168529066,unknown,Italy
256.0,Rhodotorula mucilaginosa,28,-0.01873228781512284,2.6909182269093463,0.48730144225646205,unknown,Italy
257.0,Rhodotorula mucilaginosa,28,-0.018865077343539042,2.6902585302656754,0.4761713815548094,water,Italy
258.0,Rhodotorula mucilaginosa,28,-0.01492453986939434,2.6900865798236517,0.4759164608248208,food,Italy
261.0,Rhodotorula sphaerocarpa,23,-0.024199647666959853,2.7353336408751296,0.3288880266032197,,China
262.0,Rhodotorula mucilaginosa,21,-0.045221874041284936,2.7896980512275995,0.6466812216830244,soil,Italy
263.0,Rhodotorula mucilaginosa,25,-0.03116960553449612,2.707897477986035,0.902112151155263,soil,Italy
264.0,Rhodotorula mucilaginosa,28,-0.04812471979016296,2.8677632793130625,0.6071304533933524,unknown,Italy
265.0,Rhodotorula mucilaginosa,28,-0.03142397085199431,2.660131111715338,0.7843797682995383,soil,Italy
266.0,Rhodotorula sp. clade I,26,-0.028707533381648255,2.66027269054607,0.753217072050958,food,Italy
267.0,Rhodotorula mucilaginosa,25,-0.0023337287268149123,2.1866098932322937,0.004568475474053831,food,Italy
268.0,Rhodotorula mucilaginosa,18,-0.0057921095653705595,2.2740588092805076,0.26006694510314315,snow_ice,Italy
270.0,Rhodotorula diobovata,28,-0.0172278025251746,2.2268265869889103,0.23597795645522104,,China
271.0,Rhodotorula mucilaginosa,23,-0.03774158881430443,2.7340204423939127,0.8287938225119068,soil,Italy
272.0,Rhodotorula mucilaginosa,21,-0.029307378609450985,2.579101136244087,0.884982288941752,soil,Italy
273.0,Rhodotorula toruloides,28,-0.014742002467815285,2.6091550622709687,0.5976608212160239,air_cloud,Italy
274.0,Rhodotorula mucilaginosa,16,-0.006775972038821797,2.2084288571476893,0.1507554828248867,soil,Italy
275.0,Cystobasidium sp.,12,-0.0068156803963123885,2.215399155657468,0.1842473466789662,soil,Italy
276.0,Rhodotorula mucilaginosa,21,-0.018672861871420927,2.5772212654886952,0.608903818702734,soil,Italy
277.0,Rhodotorula mucilaginosa,28,-0.006962215552033751,2.0517104224324743,0.03917687944820877,rock,Italy
278.0,Rhodotorula sphaerocarpa,19,-0.016168151925240473,2.731961580398904,0.42452682797662955,,China
279.0,Rhodotorula mucilaginosa,28,-0.02227596776169927,2.51628357185883,0.6052096223682825,,China
280.0,Rhodotorula mucilaginosa,25,-0.02302296759271174,2.6757104153041205,0.7730863055435017,soil,Italy
281.0,Rhodotorula mucilaginosa,19,-0.015595363274526711,2.57701944057647,0.5177024892432356,soil,Italy
282.0,Rhodotorula diobovata,24,-0.035808877020734826,2.5631065324348903,0.5584878905281659,marine,Italy
283.0,Rhodotorula mucilaginosa,18,-0.011262002595813204,2.507680889081732,0.6135570001154813,unknown,Italy
284.0,Rhodotorula kratochvilovae,26,-0.022151795715286342,2.22220625066153,0.2108689174887521,built env,Italy
285.0,Rhodotorula mucilaginosa,26,-0.025795779195028394,2.545897249478004,0.4245456388157445,soil,Italy
286.0,Rhodotorula mucilaginosa,24,-0.024224610606333876,2.64024455641775,0.9297641441786847,rock,Italy
287.0,Rhodotorula toruloides,18,-0.04309746614435184,2.2608264985812347,0.5816731829848131,,China
288.0,Rhodotorula pacifica,27,-0.02154931449411596,2.553015715603694,0.5290677871050975,,China
289.0,Rhodotorula mucilaginosa,28,-0.031555632948971846,2.738641569189849,0.6932028812551618,soil,Italy
290.0,Rhodotorula mucilaginosa,23,-0.02804381671946648,2.4140638392493186,0.48095433194161336,soil,Italy
291.0,Rhodotorula diobovata,20,-0.024924890666603004,2.503223216557222,0.2811802036677319,marine,Italy
292.0,Rhodotorula graminis,14,-0.0305211101134368,2.700908624986993,0.3302381583531651,plant,Italy
293.0,Rhodotorula mucilaginosa,18,-0.028947441505921313,2.7528808033423724,0.8932981243876293,snow_ice,Italy
294.0,Rhodotorula graminis,20,-0.03172455540197004,2.407915680580698,0.404521086385908,plant,Italy
295.0,Rhodotorula mucilaginosa,28,-0.032964224923524424,2.7142914607219804,0.4927352552148301,food,Italy
296.0,Rhodotorula mucilaginosa,22,-0.04926656886724338,2.8200649613515156,0.825576515181401,,China
297.0,Rhodotorula diobovata,12,-0.001283550263619766,2.1243747996778652,0.0006720290306027251,,China
298.0,Rhodotorula mucilaginosa,17,-0.03248060491751605,2.71393686758292,0.6037189785605669,soil,Italy
299.0,Rhodotorula mucilaginosa,22,-0.03480533113189319,2.3721233670764845,0.7922123067597863,soil,Italy
300.0,Rhodotorula mucilaginosa,23,-0.01941360043113413,2.438645993695517,0.1858602933791138,unknown,Italy
301.0,Rhodotorula paludigena,15,-0.028880259936880804,2.5418486324814182,0.4237722209702422,marsh_tidalflat,Italy
302.0,Rhodotorula sp. clade XI,26,-0.00397984817608166,2.057342495399669,0.014742590205909163,soil,Italy
303.0,Rhodotorula mucilaginosa,21,-0.012909114806717728,2.433790049063809,0.30051901717454677,unknown,Italy
304.0,Rhodotorula mucilaginosa,25,-0.022806765092855237,2.5309323522129774,0.5663579052032938,,China
307.0,Rhodotorula mucilaginosa,28,-0.02444260313815253,2.5892061787400724,0.5502124805411175,soil,Italy
308.0,Rhodotorula mucilaginosa,24,-0.032497929346476384,2.40595383177131,0.68458398420326,soil,Italy
309.0,Rhodotorula mucilaginosa,28,-0.022775278406695625,2.509067016423357,0.5609289843045697,plant,Italy
310.0,Rhodotorula kratochvilovae,17,-0.005171712416506788,2.1049989408224716,0.011196257402066388,unknown,Italy
311.0,Rhodotorula kratochvilovae,15,-0.038848826544676314,2.5533368966341365,0.488001914248561,soil,Italy
312.0,Pseudomicrostroma phylloplanum,21,-0.023397283376005412,2.651516233756051,0.41857325992977495,plant,Italy
313.0,Rhodotorula mucilaginosa,20,-0.017362649292145246,2.245528265230345,0.19573046931488583,soil,Italy
314.0,Rhodotorula glutinis,19,-0.006425350814127567,2.0841146981669043,0.016558881581753088,air_cloud,Italy
315.0,Rhodotorula mucilaginosa,26,-0.02942792879090813,2.273834923144511,0.4512090576920521,food,Italy
316.0,Rhodotorula evergladensis,8,-0.024102892731288426,2.4971831687778008,0.6290439886305934,soil,Italy
317.0,Rhodotorula mucilaginosa,26,-0.03203246169923099,2.725226793827383,0.7979207866056061,plant,Italy
318.0,Rhodotorula mucilaginosa,21,-0.014444866564298489,2.571817061541425,0.8074469100866128,soil,Italy
320.0,Rhodotorula graminis,12,-0.00520975252410093,2.07214087852162,0.012473777160099358,plant,America
321.0,Rhodotorula dairenensis,22,-0.012481934479649133,2.4767492618983904,0.09925292291454653,soil,America
322.0,Rhodotorula mucilaginosa,13,0.029621042702533115,1.350616645579728,0.23996636752040648,unknown,America
323.0,Rhodotorula sphaerocarpa,19,-0.007667681610633349,2.4630740712276564,0.1934332451136715,unknown,America
324.0,Rhodotorula diobovata,12,-0.04011845473766971,2.6869666934034715,0.35156413240517975,unknown,America
325.0,Rhodotorula paludigena,11,-0.03226000794212146,2.626734216161898,0.6806014939595867,plant,America
326.0,Rhodotorula araucariae,17,-0.011106125943568136,2.1532994622501342,0.041716614299946754,plant,America
327.0,Rhodotorula evergladensis,26,-0.020379084628570097,2.6636885357034834,0.24102058059656606,,America
334.0,Rhodotorula mucilaginosa,47,-0.009467304770327674,2.518624456414612,0.18173312873778408,,America
