strain_id,copper_mm,species,hue_wmean,chroma_median,n,morph
46.0,25.0,Rhodotorula paludigena,63.994936815835025,5.611523001815774,15.0,0
46.0,30.0,Rhodotorula paludigena,64.29190236817662,6.555362158529336,15.0,0
47.0,0.0,Rhodotorula mucilaginosa,26.11326760197645,10.299040502654607,15.0,1
47.0,5.0,Rhodotorula mucilaginosa,45.12303157527206,13.21988766071014,15.0,0
47.0,10.0,Rhodotorula mucilaginosa,40.78142494026309,10.643609954813696,15.0,0
47.0,15.0,Rhodotorula mucilaginosa,31.942821600677053,10.355650462333749,15.0,0
47.0,20.0,Rhodotorula mucilaginosa,38.6386230756772,8.785078947896926,10.0,0
47.0,25.0,Rhodotorula mucilaginosa,39.03925391517136,7.923464460817114,10.0,0
47.0,30.0,Rhodotorula mucilaginosa,36.24964302872614,6.230868974576543,10.0,0
48.0,0.0,Rhodotorula mucilaginosa,26.26037103189397,10.498183786424407,20.0,1
48.0,5.0,Rhodotorula mucilaginosa,41.579787487489575,12.468265120241554,20.0,0
48.0,10.0,Rhodotorula mucilaginosa,39.13134404150687,9.579337288142499,20.0,0
48.0,15.0,Rhodotorula mucilaginosa,41.34534289726464,8.782322960681853,20.0,0
48.0,20.0,Rhodotorula mucilaginosa,34.504794005551375,6.841840663298239,20.0,0
48.0,25.0,Rhodotorula mucilaginosa,40.790764437329116,6.672971079216378,20.0,0
48.0,30.0,Rhodotorula mucilaginosa,27.76435890109018,5.365806846971818,20.0,1
49.0,0.0,Rhodotorula mucilaginosa,26.897795375425225,12.440248036917438,20.0,1
49.0,5.0,Rhodotorula mucilaginosa,38.22718785524734,12.987362785925768,20.0,0
49.0,10.0,Rhodotorula mucilaginosa,38.630234146195434,10.85008767201865,20.0,0
49.0,15.0,Rhodotorula mucilaginosa,40.23127819380252,8.59615966591485,20.0,0
49.0,20.0,Rhodotorula mucilaginosa,35.29016892421503,6.287741829362172,20.0,0
49.0,25.0,Rhodotorula mucilaginosa,35.263926733861176,4.662209221208306,20.0,0
49.0,30.0,Rhodotorula mucilaginosa,23.92208194250823,2.4738757898832238,20.0,1
50.0,0.0,Rhodotorula mucilaginosa,23.37486834819417,11.843011367407119,20.0,1
50.0,5.0,Rhodotorula mucilaginosa,38.835237129300836,12.43184849943571,20.0,0
50.0,10.0,Rhodotorula mucilaginosa,40.49866520512659,9.5971369957459,20.0,0
50.0,15.0,Rhodotorula mucilaginosa,44.44043000620317,8.727619945359082,20.0,0
50.0,20.0,Rhodotorula mucilaginosa,47.250135669627134,6.441147966309955,20.0,0
50.0,25.0,Rhodotorula mucilaginosa,52.27155144658839,4.974558232935751,20.0,0
50.0,30.0,Rhodotorula mucilaginosa,355.71311528612364,2.0263992180844443,20.0,1
51.0,0.0,Rhodotorula mucilaginosa,21.15330328473578,12.055465923255204,15.0,1
51.0,5.0,Rhodotorula mucilaginosa,37.84250982184197,12.715314684960305,15.0,0
51.0,10.0,Rhodotorula mucilaginosa,39.41409671343225,10.248692008901315,15.0,0
51.0,15.0,Rhodotorula mucilaginosa,40.31008775349621,8.966525369744648,15.0,0
51.0,20.0,Rhodotorula mucilaginosa,42.495711201293744,6.683704853949452,15.0,0
51.0,25.0,Rhodotorula mucilaginosa,45.85493532479572,5.248776500920164,15.0,0
51.0,30.0,Rhodotorula mucilaginosa,33.430104513572694,3.146461254809426,15.0,0
52.0,0.0,Rhodotorula mucilaginosa,21.635196751254366,9.49027783204701,20.0,1
52.0,5.0,Rhodotorula mucilaginosa,39.96714511474355,11.071537369771434,20.0,0
52.0,10.0,Rhodotorula mucilaginosa,54.34811592601225,11.352475119974953,20.0,0
52.0,15.0,Rhodotorula mucilaginosa,58.040992448232195,10.263437661341527,20.0,0
52.0,20.0,Rhodotorula mucilaginosa,63.346015324810494,9.658655961561752,20.0,0
52.0,25.0,Rhodotorula mucilaginosa,65.9354267266163,8.788433230257812,20.0,0
52.0,30.0,Rhodotorula mucilaginosa,69.92557872601355,5.439783203027854,20.0,0
53.0,0.0,Rhodotorula mucilaginosa,18.95691664088135,12.536232068977856,15.0,1
53.0,5.0,Rhodotorula mucilaginosa,38.218463768987895,14.079795242559436,15.0,0
53.0,10.0,Rhodotorula mucilaginosa,39.52840896524757,11.696535087692965,15.0,0
53.0,15.0,Rhodotorula mucilaginosa,38.97114664521584,9.964054504610727,15.0,0
53.0,20.0,Rhodotorula mucilaginosa,44.23150224181736,7.561513016762657,15.0,0
53.0,25.0,Rhodotorula mucilaginosa,40.989185971370134,5.568557302115392,10.0,0
53.0,30.0,Rhodotorula mucilaginosa,47.95652509461256,3.348181583041673,15.0,0
54.0,0.0,Rhodotorula mucilaginosa,19.34923868193098,9.957136133125701,20.0,1
54.0,5.0,Rhodotorula mucilaginosa,41.42815371934889,12.715820935266864,20.0,0
54.0,10.0,Rhodotorula mucilaginosa,45.81837561802311,11.077647024139807,20.0,0
54.0,15.0,Rhodotorula mucilaginosa,44.43318351951646,10.036818476406653,20.0,0
54.0,20.0,Rhodotorula mucilaginosa,47.39389031492421,8.168446751398571,20.0,0
54.0,25.0,Rhodotorula mucilaginosa,51.142365779815435,8.226557187218928,20.0,0
54.0,30.0,Rhodotorula mucilaginosa,55.17969426269642,6.499990609935022,20.0,0
55.0,0.0,Rhodotorula mucilaginosa,20.09643790800281,9.231274815281216,20.0,1
55.0,5.0,Rhodotorula mucilaginosa,41.4842263905114,10.449645299973678,20.0,0
55.0,10.0,Rhodotorula mucilaginosa,46.5597769901053,9.371204701489717,20.0,0
55.0,15.0,Rhodotorula mucilaginosa,48.736700504883345,8.131363253650601,20.0,0
55.0,20.0,Rhodotorula mucilaginosa,56.84333279421765,7.135098955082573,20.0,0
55.0,25.0,Rhodotorula mucilaginosa,61.43970182549817,6.383231107218231,20.0,0
55.0,30.0,Rhodotorula mucilaginosa,66.50276429202103,6.695272403439722,20.0,0
56.0,0.0,Rhodotorula mucilaginosa,25.11833926158452,10.115815154915271,20.0,1
56.0,5.0,Rhodotorula mucilaginosa,40.477454486319296,12.23951913018481,20.0,0
56.0,10.0,Rhodotorula mucilaginosa,42.54166218874165,10.257912400678356,20.0,0
56.0,15.0,Rhodotorula mucilaginosa,41.25799113715147,8.983192703519318,20.0,0
56.0,20.0,Rhodotorula mucilaginosa,38.541863410798236,6.268773191342465,20.0,0
56.0,25.0,Rhodotorula mucilaginosa,41.92861627196028,5.842513229781481,20.0,0
56.0,30.0,Rhodotorula mucilaginosa,41.007992055215716,3.848446322477333,20.0,0
57.0,0.0,Rhodotorula mucilaginosa,15.657245164496668,10.08396619687549,20.0,1
57.0,5.0,Rhodotorula mucilaginosa,39.132658950498815,12.051927284071667,20.0,0
57.0,10.0,Rhodotorula mucilaginosa,44.490885518213226,11.650894031537284,20.0,0
57.0,15.0,Rhodotorula mucilaginosa,45.0255255955507,10.64447441770993,20.0,0
57.0,20.0,Rhodotorula mucilaginosa,49.01472192697729,10.172655296865411,20.0,0
57.0,25.0,Rhodotorula mucilaginosa,54.575801895272136,9.123469491021801,20.0,0
57.0,30.0,Rhodotorula mucilaginosa,60.30796180280487,7.688027108145752,20.0,0
58.0,0.0,Rhodotorula mucilaginosa,15.46202174937444,10.586638109362145,20.0,1
58.0,5.0,Rhodotorula mucilaginosa,37.22850581467785,12.344296148818742,20.0,0
58.0,10.0,Rhodotorula mucilaginosa,41.238925489546695,11.003941446197517,20.0,0
58.0,15.0,Rhodotorula mucilaginosa,43.9463556668132,9.612576953607785,20.0,0
58.0,20.0,Rhodotorula mucilaginosa,48.467378856957716,7.7191423905832535,20.0,0
58.0,25.0,Rhodotorula mucilaginosa,50.34470391620447,6.708986169992762,20.0,0
58.0,30.0,Rhodotorula mucilaginosa,54.74241004029992,5.681413739346695,20.0,0
59.0,0.0,Rhodotorula mucilaginosa,13.778583865370896,10.848770850810165,20.0,1
59.0,5.0,Rhodotorula mucilaginosa,34.346626153541386,11.323458054513694,20.0,0
59.0,10.0,Rhodotorula mucilaginosa,36.88141184525712,10.165189871476388,20.0,0
59.0,15.0,Rhodotorula mucilaginosa,38.91604210267953,9.250915010236078,20.0,0
59.0,20.0,Rhodotorula mucilaginosa,45.15505384060065,7.550302508621331,20.0,0
59.0,25.0,Rhodotorula mucilaginosa,50.780744457422244,5.7587928416185115,20.0,0
59.0,30.0,Rhodotorula mucilaginosa,52.349984934024796,3.853553880547042,20.0,0
60.0,0.0,Rhodotorula mucilaginosa,16.657522563439915,10.263092968662914,20.0,1
60.0,5.0,Rhodotorula mucilaginosa,39.346352843502586,11.652033648248857,20.0,0
60.0,10.0,Rhodotorula mucilaginosa,42.94555584706856,11.43898043896593,20.0,0
60.0,15.0,Rhodotorula mucilaginosa,44.637049412323876,10.34824408962239,20.0,0
60.0,20.0,Rhodotorula mucilaginosa,48.86836382336034,8.9914333950701,20.0,0
60.0,25.0,Rhodotorula mucilaginosa,56.629486575037234,8.116134878286651,20.0,0
60.0,30.0,Rhodotorula mucilaginosa,63.546277114440876,7.021868552320834,20.0,0
61.0,0.0,Rhodotorula toruloides,25.764622664977008,8.963041513339883,15.0,1
61.0,5.0,Rhodotorula toruloides,43.90820908581018,10.621773349262993,15.0,0
61.0,10.0,Rhodotorula toruloides,50.71581265840201,10.10946705335068,15.0,0
61.0,15.0,Rhodotorula toruloides,54.092104554400805,7.834577355642394,15.0,0
61.0,20.0,Rhodotorula toruloides,60.26082368725732,5.183540805718266,15.0,0
61.0,25.0,Rhodotorula toruloides,60.7517884106995,3.6224333918141434,15.0,0
61.0,30.0,Rhodotorula toruloides,258.82148153098444,1.9412875346616083,13.0,1
62.0,0.0,Rhodotorula mucilaginosa,16.307323619369352,10.162476151113678,15.0,1
62.0,5.0,Rhodotorula mucilaginosa,38.96345355358184,11.01749697626498,20.0,0
62.0,10.0,Rhodotorula mucilaginosa,43.93838742135398,11.084684162717382,15.0,0
62.0,15.0,Rhodotorula mucilaginosa,35.940804986925166,8.757906299317344,20.0,0
62.0,20.0,Rhodotorula mucilaginosa,48.670009543476056,9.87410574755168,15.0,0
62.0,25.0,Rhodotorula mucilaginosa,57.20627390240429,9.405164878395093,15.0,0
62.0,30.0,Rhodotorula mucilaginosa,59.6445081546364,7.126290924584656,15.0,0
63.0,0.0,Rhodotorula mucilaginosa,25.962673455835148,10.15605580761578,15.0,1
63.0,5.0,Rhodotorula mucilaginosa,40.4528825133176,12.741585631899266,15.0,0
63.0,10.0,Rhodotorula mucilaginosa,42.075585661458234,10.3801328305117,15.0,0
63.0,15.0,Rhodotorula mucilaginosa,42.464819550412344,9.187345585189275,15.0,0
63.0,20.0,Rhodotorula mucilaginosa,39.70522462292792,6.501101321150581,15.0,0
63.0,25.0,Rhodotorula mucilaginosa,41.60266843934674,6.263147655541334,15.0,0
63.0,30.0,Rhodotorula mucilaginosa,38.78988057463225,5.757125081207305,15.0,0
64.0,0.0,Rhodotorula mucilaginosa,20.341202146285955,10.784896700291327,20.0,1
64.0,5.0,Rhodotorula mucilaginosa,37.24100122344528,12.811016544413448,20.0,0
64.0,10.0,Rhodotorula mucilaginosa,41.021500960954754,9.962040304199913,20.0,0
64.0,15.0,Rhodotorula mucilaginosa,44.76825181830392,8.705988381220445,20.0,0
64.0,20.0,Rhodotorula mucilaginosa,49.48927839413732,6.282177221671442,20.0,0
64.0,25.0,Rhodotorula mucilaginosa,57.17683557908749,5.706429466616097,20.0,0
64.0,30.0,Rhodotorula mucilaginosa,63.68333540034029,3.919732426959231,20.0,0
65.0,0.0,Rhodotorula mucilaginosa,11.778210770710551,8.460011571510943,20.0,1
65.0,5.0,Rhodotorula mucilaginosa,42.90298813989744,10.81262275892741,20.0,0
65.0,10.0,Rhodotorula mucilaginosa,49.15461749469826,11.042778411910652,20.0,0
65.0,15.0,Rhodotorula mucilaginosa,49.726085649222014,9.234466917369017,20.0,0
65.0,20.0,Rhodotorula mucilaginosa,57.04916098429774,8.890424381993888,20.0,0
65.0,25.0,Rhodotorula mucilaginosa,61.39647538711886,7.98623417726529,20.0,0
65.0,30.0,Rhodotorula mucilaginosa,67.1071721090901,5.35512890921966,20.0,0
66.0,0.0,Rhodotorula mucilaginosa,15.794976869859592,9.878616250645313,20.0,1
66.0,5.0,Rhodotorula mucilaginosa,39.48348439084939,11.864637048470222,20.0,0
66.0,10.0,Rhodotorula mucilaginosa,46.6906991775559,11.458995058449549,20.0,0
66.0,15.0,Rhodotorula mucilaginosa,46.519951001322454,10.235334154151264,20.0,0
66.0,20.0,Rhodotorula mucilaginosa,50.195154100573156,8.875865348205716,20.0,0
66.0,25.0,Rhodotorula mucilaginosa,54.4875669822458,7.699552103010831,20.0,0
66.0,30.0,Rhodotorula mucilaginosa,64.02787736101075,6.498904429411438,20.0,0
67.0,0.0,Rhodotorula mucilaginosa,17.084705282358676,9.999673493470649,20.0,1
67.0,5.0,Rhodotorula mucilaginosa,38.51630852789587,12.420719108358664,20.0,0
67.0,10.0,Rhodotorula mucilaginosa,41.33475808465358,11.357022182090994,20.0,0
67.0,15.0,Rhodotorula mucilaginosa,41.61961648844735,10.149749919262806,20.0,0
67.0,20.0,Rhodotorula mucilaginosa,44.29544778342973,8.373371393166135,20.0,0
67.0,25.0,Rhodotorula mucilaginosa,44.21167650050853,7.283528952279914,20.0,0
67.0,30.0,Rhodotorula mucilaginosa,53.34502755867107,5.575131604264728,20.0,0
68.0,0.0,Rhodotorula mucilaginosa,14.661512779580214,10.857121245171475,20.0,1
68.0,5.0,Rhodotorula mucilaginosa,36.43811327056786,11.248006414489305,20.0,0
68.0,10.0,Rhodotorula mucilaginosa,42.27749626057263,10.205622937074315,20.0,0
68.0,15.0,Rhodotorula mucilaginosa,43.20638462947703,10.748005770430112,20.0,0
68.0,20.0,Rhodotorula mucilaginosa,48.570243852831474,9.989123263748173,20.0,0
68.0,25.0,Rhodotorula mucilaginosa,56.13777354630869,8.52304485722095,20.0,0
68.0,30.0,Rhodotorula mucilaginosa,64.79629914688813,8.167818333929684,15.0,0
69.0,0.0,Rhodotorula mucilaginosa,13.062303208987766,10.060785681843772,20.0,1
69.0,5.0,Rhodotorula mucilaginosa,36.329571518375715,11.211939246369306,20.0,0
69.0,10.0,Rhodotorula mucilaginosa,40.68571895797645,10.233664489653508,20.0,0
69.0,15.0,Rhodotorula mucilaginosa,42.41466579414112,9.517891689451325,20.0,0
69.0,20.0,Rhodotorula mucilaginosa,46.54637131721145,8.596995904175017,20.0,0
69.0,25.0,Rhodotorula mucilaginosa,55.26783585288768,8.542131431934783,20.0,0
69.0,30.0,Rhodotorula mucilaginosa,61.84930681192023,7.001380745554892,20.0,0
71.0,0.0,Rhodotorula dairenensis,21.198275127928017,7.636347723544805,20.0,1
71.0,5.0,Rhodotorula dairenensis,48.00925757656913,12.282611000358497,20.0,0
71.0,10.0,Rhodotorula dairenensis,52.68564881644736,12.072289572027618,20.0,0
71.0,15.0,Rhodotorula dairenensis,55.113679484623106,11.766042955395466,20.0,0
71.0,20.0,Rhodotorula dairenensis,62.58424954208439,10.651283344930714,20.0,0
71.0,25.0,Rhodotorula dairenensis,67.39286709435156,9.663776890326794,20.0,0
71.0,30.0,Rhodotorula dairenensis,73.19391367732801,7.729494904102823,20.0,0
72.0,0.0,Rhodotorula mucilaginosa,20.18295919347807,11.097519726185617,15.0,1
72.0,5.0,Rhodotorula mucilaginosa,38.57958528128672,13.511806327031028,15.0,0
72.0,10.0,Rhodotorula mucilaginosa,39.49359526569082,10.772082418736714,15.0,0
72.0,15.0,Rhodotorula mucilaginosa,35.35807328870718,9.025134016052755,15.0,0
72.0,20.0,Rhodotorula mucilaginosa,37.21225074958702,6.713690876873809,15.0,0
72.0,25.0,Rhodotorula mucilaginosa,38.056744944655726,4.505091024562704,15.0,0
72.0,30.0,Rhodotorula mucilaginosa,40.83294264021677,2.564978878268873,15.0,0
73.0,0.0,Rhodotorula mucilaginosa,13.303053631980028,9.384353393812763,20.0,1
73.0,5.0,Rhodotorula mucilaginosa,39.763473498884665,11.415023561667514,20.0,0
73.0,10.0,Rhodotorula mucilaginosa,44.94978182006513,11.18673087460221,20.0,0
73.0,15.0,Rhodotorula mucilaginosa,46.147106137618685,9.475505143949654,20.0,0
73.0,20.0,Rhodotorula mucilaginosa,51.83112700477473,8.720871500710036,20.0,0
73.0,25.0,Rhodotorula mucilaginosa,56.147053719028335,7.473579081004667,20.0,0
73.0,30.0,Rhodotorula mucilaginosa,63.820289634899076,6.949169763147477,20.0,0
74.0,0.0,Rhodotorula mucilaginosa,9.76596913786328,9.22511859605287,20.0,1
74.0,5.0,Rhodotorula mucilaginosa,40.55636104995796,11.635170898088464,20.0,0
74.0,10.0,Rhodotorula mucilaginosa,45.72055940865175,11.38731202649365,20.0,0
74.0,15.0,Rhodotorula mucilaginosa,45.62889751164434,10.577431252834074,20.0,0
74.0,20.0,Rhodotorula mucilaginosa,52.07894327637974,9.27996348811322,20.0,0
74.0,25.0,Rhodotorula mucilaginosa,55.92794110802665,8.228236910893543,20.0,0
74.0,30.0,Rhodotorula mucilaginosa,68.30314957368272,7.228761652595269,20.0,0
75.0,0.0,Rhodotorula mucilaginosa,13.751319805845291,10.160427485904815,20.0,1
75.0,5.0,Rhodotorula mucilaginosa,40.088118463139985,12.696069893159928,20.0,0
75.0,10.0,Rhodotorula mucilaginosa,43.05881092253858,10.668108802731918,20.0,0
75.0,15.0,Rhodotorula mucilaginosa,43.14481453002837,9.73694426855304,20.0,0
75.0,20.0,Rhodotorula mucilaginosa,45.22366859678676,7.631262664206474,20.0,0
75.0,25.0,Rhodotorula mucilaginosa,47.31338482164925,7.139026893341209,20.0,0
75.0,30.0,Rhodotorula mucilaginosa,52.44583972292105,6.423766952207625,20.0,0
76.0,0.0,Rhodotorula mucilaginosa,15.307702349482964,10.507791265280062,20.0,1
76.0,5.0,Rhodotorula mucilaginosa,36.44021295290456,12.283710000527737,20.0,0
76.0,10.0,Rhodotorula mucilaginosa,42.7032254783775,11.746055972791467,20.0,0
76.0,15.0,Rhodotorula mucilaginosa,42.93382298744155,10.58778242448783,20.0,0
76.0,20.0,Rhodotorula mucilaginosa,46.46587330924562,9.390501227672363,20.0,0
76.0,25.0,Rhodotorula mucilaginosa,51.15501808545214,8.628373558305116,20.0,0
76.0,30.0,Rhodotorula mucilaginosa,60.958155071330815,7.21493327782336,20.0,0
77.0,0.0,Rhodotorula mucilaginosa,10.820271609092641,9.369664165470862,20.0,1
77.0,5.0,Rhodotorula mucilaginosa,41.19792543560355,11.66484861191666,20.0,0
77.0,10.0,Rhodotorula mucilaginosa,44.290202557261026,11.28222615610316,20.0,0
77.0,15.0,Rhodotorula mucilaginosa,46.17663782279979,10.087786278254857,20.0,0
77.0,20.0,Rhodotorula mucilaginosa,51.41811220357862,9.09584140220652,20.0,0
77.0,25.0,Rhodotorula mucilaginosa,57.100817277444285,8.165866295912185,20.0,0
77.0,30.0,Rhodotorula mucilaginosa,68.34946511942142,6.583409435036541,20.0,0
78.0,0.0,Rhodotorula mucilaginosa,14.941329487462347,9.17751060116232,20.0,1
78.0,5.0,Rhodotorula mucilaginosa,40.27775828675095,11.166071671074967,20.0,0
78.0,10.0,Rhodotorula mucilaginosa,44.430812107672814,9.713187454328244,20.0,0
78.0,15.0,Rhodotorula mucilaginosa,47.487210043228934,8.743193341687558,20.0,0
78.0,20.0,Rhodotorula mucilaginosa,49.820976335680086,7.098884176236131,20.0,0
78.0,25.0,Rhodotorula mucilaginosa,51.886471866476015,6.172795584881394,20.0,0
78.0,30.0,Rhodotorula mucilaginosa,58.41397241712803,5.304658506606546,20.0,0
79.0,0.0,Rhodotorula mucilaginosa,26.315516639139677,11.097561105450245,20.0,1
79.0,5.0,Rhodotorula mucilaginosa,43.255030528099724,12.194485816455828,20.0,0
79.0,10.0,Rhodotorula mucilaginosa,42.605497795791166,9.08916216672975,20.0,0
79.0,15.0,Rhodotorula mucilaginosa,44.289197702718454,7.4205631703826125,20.0,0
79.0,20.0,Rhodotorula mucilaginosa,47.955391115886435,5.561597747464367,20.0,0
79.0,25.0,Rhodotorula mucilaginosa,53.09165567089177,3.973160820333275,20.0,0
79.0,30.0,Rhodotorula mucilaginosa,330.8585866865936,2.4598912899547036,20.0,1
80.0,0.0,Rhodotorula pacifica,16.22318768411229,9.900190669662376,20.0,1
80.0,5.0,Rhodotorula pacifica,39.833286481650056,11.673256160780403,20.0,0
80.0,10.0,Rhodotorula pacifica,43.382607807520266,11.86968127664132,20.0,0
80.0,15.0,Rhodotorula pacifica,44.6739248429464,10.97630021334115,20.0,0
80.0,20.0,Rhodotorula pacifica,48.21504175684133,10.203723586632112,20.0,0
80.0,25.0,Rhodotorula pacifica,53.52914501406764,9.375925956946062,20.0,0
80.0,30.0,Rhodotorula pacifica,57.24015726229234,7.394483157244634,20.0,0
81.0,0.0,Rhodotorula mucilaginosa,16.595356967179693,11.280174316191212,20.0,1
81.0,5.0,Rhodotorula mucilaginosa,38.49593089292282,12.564647277984747,20.0,0
81.0,10.0,Rhodotorula mucilaginosa,39.92647069646236,11.252507977189516,20.0,0
81.0,15.0,Rhodotorula mucilaginosa,39.76072519813061,9.77834426355895,20.0,0
81.0,20.0,Rhodotorula mucilaginosa,43.65176636049479,7.441979863373434,20.0,0
81.0,25.0,Rhodotorula mucilaginosa,50.054126049520406,6.151753721887488,20.0,0
81.0,30.0,Rhodotorula mucilaginosa,65.71989786729921,4.705248210366833,20.0,0
83.0,0.0,Rhodotorula mucilaginosa,19.414685262330632,10.104781907563858,20.0,1
83.0,5.0,Rhodotorula mucilaginosa,40.457429862333115,13.905103019657233,15.0,0
83.0,10.0,Rhodotorula mucilaginosa,40.59286297137777,11.736778017663983,15.0,0
83.0,15.0,Rhodotorula mucilaginosa,35.659527069008,9.102500191483667,20.0,0
83.0,20.0,Rhodotorula mucilaginosa,42.66704475282571,6.866779609610914,15.0,0
83.0,25.0,Rhodotorula mucilaginosa,46.91511279173679,4.614991939509386,15.0,0
83.0,30.0,Rhodotorula mucilaginosa,46.905712547707694,2.1955698289572303,15.0,0
85.0,0.0,Rhodotorula paludigena,15.247898831796102,9.209902811984277,10.0,1
85.0,5.0,Rhodotorula paludigena,35.8320688776014,11.085253816085729,10.0,0
85.0,10.0,Rhodotorula paludigena,39.95385893911974,9.994103179384833,10.0,0
85.0,15.0,Rhodotorula paludigena,42.53307047219525,9.388546024340494,10.0,0
85.0,20.0,Rhodotorula paludigena,44.590297843590655,7.640773092629929,10.0,0
85.0,25.0,Rhodotorula paludigena,44.618147598408235,6.28657374594273,10.0,0
85.0,30.0,Rhodotorula paludigena,59.261192232076965,5.017672662146197,10.0,0
86.0,0.0,Rhodotorula mucilaginosa,25.235541398923754,7.096793166470986,20.0,1
86.0,5.0,Rhodotorula mucilaginosa,51.568146761239326,10.803276510107192,20.0,0
86.0,10.0,Rhodotorula mucilaginosa,53.76863839405442,8.526583691507115,20.0,0
86.0,15.0,Rhodotorula mucilaginosa,59.239129132782125,8.172066045876505,20.0,0
86.0,20.0,Rhodotorula mucilaginosa,67.57230463006375,6.532770267861519,20.0,0
86.0,25.0,Rhodotorula mucilaginosa,74.25466698711335,7.4152610689732015,20.0,0
86.0,30.0,Rhodotorula mucilaginosa,82.7639975248052,3.7501800468954842,20.0,0
88.0,0.0,Rhodotorula toruloides,15.518546859924914,5.796522528321343,15.0,1
88.0,5.0,Rhodotorula toruloides,51.84908215306709,9.543344853309202,15.0,0
88.0,10.0,Rhodotorula toruloides,50.921562884949466,5.330566294653598,14.0,0
88.0,15.0,Rhodotorula toruloides,51.72416117151843,3.601580303157884,15.0,0
88.0,20.0,Rhodotorula toruloides,58.26775408027366,2.2587227588153014,15.0,0
88.0,25.0,Rhodotorula toruloides,56.26273248828408,4.598763445794715,10.0,0
88.0,30.0,Rhodotorula toruloides,90.66985309458963,4.1718214442834585,15.0,0
89.0,0.0,Rhodotorula mucilaginosa,6.971393217219651,9.795560500378555,20.0,1
89.0,5.0,Rhodotorula mucilaginosa,37.074508511711834,12.453281488175783,20.0,0
89.0,10.0,Rhodotorula mucilaginosa,34.976466897861826,11.10873554154368,19.0,0
89.0,15.0,Rhodotorula mucilaginosa,35.194970129374376,10.446184434609316,20.0,0
89.0,20.0,Rhodotorula mucilaginosa,38.18275953021491,8.548088033519246,20.0,0
89.0,25.0,Rhodotorula mucilaginosa,37.48123827601506,7.352185315833346,20.0,0
89.0,30.0,Rhodotorula mucilaginosa,45.70742150231397,6.992184522814996,20.0,0
91.0,0.0,Rhodotorula diobovata,27.676096282931297,9.993628548718437,20.0,1
91.0,5.0,Rhodotorula diobovata,49.70911732229931,13.005247503471658,20.0,0
91.0,10.0,Rhodotorula diobovata,55.16671136614526,10.140933425820386,19.0,0
91.0,15.0,Rhodotorula diobovata,54.7772749435716,8.43210664079923,20.0,0
91.0,20.0,Rhodotorula diobovata,57.98441028900684,6.495581495668207,20.0,0
91.0,25.0,Rhodotorula diobovata,51.91897056083585,4.9141428794350475,20.0,0
91.0,30.0,Rhodotorula diobovata,253.36591956275055,1.4027276150680026,15.0,1
92.0,0.0,Rhodotorula taiwanensis,27.49870498320809,13.009660410610136,20.0,1
92.0,5.0,Rhodotorula taiwanensis,49.30173376103692,14.415862903018656,20.0,0
92.0,10.0,Rhodotorula taiwanensis,47.21890570715021,10.929045872631082,19.0,0
92.0,15.0,Rhodotorula taiwanensis,44.12994640417679,9.54428294269026,20.0,0
92.0,20.0,Rhodotorula taiwanensis,42.745517061094056,8.385159682097683,20.0,0
92.0,25.0,Rhodotorula taiwanensis,35.51544168679462,7.62769126257148,15.0,0
93.0,0.0,Rhodotorula paludigena,35.54365383341777,7.074771533813133,20.0,0
93.0,5.0,Rhodotorula paludigena,54.48816379507515,11.809993841902788,15.0,0
93.0,10.0,Rhodotorula paludigena,58.54546310421147,9.035777777735472,14.0,0
93.0,15.0,Rhodotorula paludigena,64.45478786497644,9.231367202157681,10.0,0
93.0,20.0,Rhodotorula paludigena,79.35241394374046,3.2072377313109297,15.0,0
93.0,25.0,Rhodotorula paludigena,87.91178476981956,6.613926637542023,10.0,0
93.0,30.0,Rhodotorula paludigena,99.16292996434377,7.638499131314077,10.0,0
95.0,0.0,Rhodotorula mucilaginosa,13.624963521898984,9.811899751954916,20.0,1
95.0,5.0,Rhodotorula mucilaginosa,36.76596284392348,12.707147332483437,20.0,0
95.0,10.0,Rhodotorula mucilaginosa,40.64589017596452,11.318956496199966,19.0,0
95.0,15.0,Rhodotorula mucilaginosa,42.53295503418482,10.498734751355684,20.0,0
95.0,20.0,Rhodotorula mucilaginosa,48.90779492571523,9.54813923360199,20.0,0
95.0,25.0,Rhodotorula mucilaginosa,48.78065632684577,7.799853247318644,20.0,0
95.0,30.0,Rhodotorula mucilaginosa,57.741338677733296,7.155368911656474,20.0,0
96.0,0.0,Rhodotorula toruloides,13.525404092982834,5.377881167010036,20.0,1
96.0,5.0,Rhodotorula toruloides,51.8283104294124,9.618398698889731,20.0,0
96.0,10.0,Rhodotorula toruloides,49.88198783041366,5.175608768073521,19.0,0
96.0,15.0,Rhodotorula toruloides,46.08728783320869,4.465898531271933,15.0,0
96.0,20.0,Rhodotorula toruloides,48.5383393532247,3.230132450910709,15.0,0
96.0,25.0,Rhodotorula toruloides,40.847183498501586,1.596356044046936,20.0,0
96.0,30.0,Rhodotorula toruloides,67.21198568981941,4.100705153695441,10.0,0
97.0,0.0,Rhodotorula mucilaginosa,9.304894372352544,9.764387258813063,20.0,1
97.0,5.0,Rhodotorula mucilaginosa,35.70400446832793,11.631579460141648,20.0,0
97.0,10.0,Rhodotorula mucilaginosa,35.907310656112735,10.044727673118055,19.0,0
97.0,15.0,Rhodotorula mucilaginosa,37.22486273954956,8.607952644149286,20.0,0
