pathway,n,b_total,p_total,b_direct_growth,p_direct,r2_total,r2_direct,mediation_fraction,boot_ci_lo,boot_ci_hi
chroma,1129.0,-0.02185074307762571,6.597183802362883e-07,0.003868825868547444,0.3033692829707699,0.021713155414408436,0.42645256300658185,1.1770569474366739,0.4932532061777592,2.6922929800648174
redness_a,1129.0,-0.31856499387023945,1.0039829630086268e-18,-0.12529473590463447,4.906975864033741e-05,0.06694056630515965,0.4431630103137072,0.606690194103152,,
