strain_id,species,pace_loglog
16.0,Rhodotorula sp. clade XI,0.21054116193113145
16.0,Rhodotorula sp. clade XI,0.9847588574941498
16.0,Rhodotorula sp. clade XI,0.9847588574941498
16.0,Rhodotorula sp. clade XI,0.27126208672001184
16.0,Rhodotorula sp. clade XI,0.37947450672384514
16.0,Rhodotorula sp. clade XI,0.10368408100621389
16.0,Rhodotorula sp. clade XI,0.37947450672384514
16.0,Rhodotorula sp. clade XI,0.37947450672384514
16.0,Rhodotorula sp. clade XI,0.37947450672384514
16.0,Rhodotorula sp. clade XI,0.28575526391891615
16.0,Rhodotorula sp. clade XI,0.31671344659607753
16.0,Rhodotorula sp. clade XI,0.8275592257221369
16.0,Rhodotorula sp. clade XI,0.8275592257221369
16.0,Rhodotorula sp. clade XI,0.8275592257221369
16.0,Rhodotorula sp. clade XI,0.8275592257221369
16.0,Rhodotorula sp. clade XI,0.8275592257221369
16.0,Rhodotorula sp. clade XI,0.2973880237878109
16.0,Rhodotorula sp. clade XI,0.31052712763913726
16.0,Rhodotorula sp. clade XI,0.15128915442748606
16.0,Rhodotorula sp. clade XI,0.5825810182230949
16.0,Rhodotorula sp. clade XI,0.15128915442748606
16.0,Rhodotorula sp. clade XI,0.15128915442748606
16.0,Rhodotorula sp. clade XI,0.15128915442748606
17.0,Rhodotorula diobovata,0.2843962165318737
17.0,Rhodotorula diobovata,0.3022916455080933
17.0,Rhodotorula diobovata,0.5958151990884079
17.0,Rhodotorula diobovata,0.5958151990884079
17.0,Rhodotorula diobovata,0.5958151990884079
17.0,Rhodotorula diobovata,0.5958151990884079
17.0,Rhodotorula diobovata,0.5958151990884079
17.0,Rhodotorula diobovata,0.4055177490262914
17.0,Rhodotorula diobovata,0.3836116728305031
17.0,Rhodotorula diobovata,0.3137744639909947
17.0,Rhodotorula diobovata,0.3137744639909947
17.0,Rhodotorula diobovata,0.3137744639909947
17.0,Rhodotorula diobovata,0.3137744639909947
17.0,Rhodotorula diobovata,0.3137744639909947
17.0,Rhodotorula diobovata,0.30455125915088754
17.0,Rhodotorula diobovata,0.28843477653451555
17.0,Rhodotorula diobovata,0.20122934319486135
17.0,Rhodotorula diobovata,0.20122934319486135
17.0,Rhodotorula diobovata,0.20122934319486135
17.0,Rhodotorula diobovata,0.20122934319486135
17.0,Rhodotorula diobovata,0.20122934319486135
17.0,Rhodotorula diobovata,0.418923336468885
17.0,Rhodotorula diobovata,0.418923336468885
17.0,Rhodotorula diobovata,0.14151858338388082
17.0,Rhodotorula diobovata,0.14151858338388082
17.0,Rhodotorula diobovata,0.14151858338388082
17.0,Rhodotorula diobovata,0.14151858338388082
17.0,Rhodotorula diobovata,0.7138841799184198
18.0,Rhodotorula mucilaginosa,0.3826846076104701
18.0,Rhodotorula mucilaginosa,0.18334381316516524
18.0,Rhodotorula mucilaginosa,0.18334381316516524
18.0,Rhodotorula mucilaginosa,0.18334381316516524
18.0,Rhodotorula mucilaginosa,0.18334381316516524
18.0,Rhodotorula mucilaginosa,0.18334381316516524
18.0,Rhodotorula mucilaginosa,0.27695237200909817
18.0,Rhodotorula mucilaginosa,0.25093624036559153
18.0,Rhodotorula mucilaginosa,0.7321577685331434
18.0,Rhodotorula mucilaginosa,0.7321577685331434
18.0,Rhodotorula mucilaginosa,0.7321577685331434
18.0,Rhodotorula mucilaginosa,0.7321577685331434
18.0,Rhodotorula mucilaginosa,0.7321577685331434
18.0,Rhodotorula mucilaginosa,0.297220935540278
18.0,Rhodotorula mucilaginosa,0.28607426807955516
18.0,Rhodotorula mucilaginosa,0.5187549517584003
18.0,Rhodotorula mucilaginosa,0.1215612012403348
18.0,Rhodotorula mucilaginosa,0.5187549517584003
18.0,Rhodotorula mucilaginosa,0.5187549517584003
18.0,Rhodotorula mucilaginosa,0.5187549517584003
18.0,Rhodotorula mucilaginosa,0.3316792830679163
18.0,Rhodotorula mucilaginosa,0.31743339766277195
18.0,Rhodotorula mucilaginosa,1.86120476265881
18.0,Rhodotorula mucilaginosa,1.86120476265881
18.0,Rhodotorula mucilaginosa,1.86120476265881
18.0,Rhodotorula mucilaginosa,1.86120476265881
18.0,Rhodotorula mucilaginosa,1.86120476265881
19.0,Rhodotorula mucilaginosa,0.318635822453794
19.0,Rhodotorula mucilaginosa,0.3528632383190356
19.0,Rhodotorula mucilaginosa,0.632928277265346
19.0,Rhodotorula mucilaginosa,0.632928277265346
19.0,Rhodotorula mucilaginosa,0.632928277265346
